Up to date
A,D,B0,B1,B2,Root,Y
571597847694081112519/100000000000000000000,4905817860244822196855222469109/50000000000000000000,1199576919481281156990784330531/50000000000000000000,24765862662638748986872474612071/100000000000000000000,325436300691593648188687042621/3125000000000000000,14386243690010663966163381903/50000000000000000000,-4025512852391/50000000000000000000
259141369812023229/200000000000000000,70675307809088464190568460969701/100000000000000000000,9276918392890889612182892990499/50000000000000000000,9162415098917355909279610703239/100000000000000000000,567686697477985037241095180361/20000000000000000000,-892630629064005819498018233907/10000000000000000000,-15390474949953/100000000000000000000
220018266374564416753/100000000000000000000,5191014720559633563153002867397/20000000000000000000,7458840087848317380932079963233/50000000000000000000,14917257083330012603241371462411/100000000000000000000,274871042852488974010880239267/5000000000000000000,5707549867009219011961576521301/100000000000000000000,-5929447761071/100000000000000000000
219615345276551203651/50000000000000000000,735549265624803379133052507039/25000000000000000000,9569430839112675058868696403303/100000000000000000000,3534461549552743440302621974051/50000000000000000000,6185351312431671796230026863877/50000000000000000000,2078465899638575921690681/20000000000000000000,-488927830967351/100000000000000000000
153759016504033272169/100000000000000000000,9515279159614636987211677966161/100000000000000000000,16521259738116035541878976550133/100000000000000000000,2462809299438328745330002814233/25000000000000000000,545969223670902640447519604271/100000000000000000000,25709912246910183122949222991/25000000000000000000,-1185470629433/100000000000000000000
345038849303727055743/100000000000000000000,7797455621918479390499034965177/100000000000000000000,588234446800797778580382969133/4000000000000000000,79830096046164446826302790633/2500000000000000000,13655461344890690397655577682319/100000000000000000000,177220096094182228102868827/50000000000000000000,-6249106635557/12500000000000000000
34761514755358387341/25000000000000000000,11224696412623696029392414378887/25000000000000000000,2059349261253055293931545014941/20000000000000000000,5958490403690983931298705940611/25000000000000000000,6104024210423068720814236063857/50000000000000000000,2260872750546578735872953738321/10000000000000000000,-1944280559661/12500000000000000000
223498036729516941237/100000000000000000000,6442109015291412082647022257539/100000000000000000000,14101753625541657827056857683417/100000000000000000000,8326867805930876007684914929939/100000000000000000000,4085827676596286286775622037487/50000000000000000000,575541779693872456236060079/100000000000000000000,-2868886976423/2000000000000000000
688125525495800559/1250000000000000000,3299539585488971751126538725977/20000000000000000000,774555700325613985498340380963/100000000000000000000,3092089818338204554529404501037/50000000000000000000,3747402633337111516372089786529/25000000000000000000,3803565954413498326562851198079/100000000000000000000,-310112427721/100000000000000000000
161268655326631632803/100000000000000000000,5547549867808399883238422419529/100000000000000000000,6195961166103909016909426090483/20000000000000000000,889071381788653985898117443793/25000000000000000000,907995628833290876007133853621/25000000000000000000,30658629641596469914759909/12500000000000000000,-205697887762521/100000000000000000000
22011623222506888261/50000000000000000000,10993666703282921081764397208907/50000000000000000000,994110737550476424241572237317/50000000000000000000,40740700584968552994931267853/3125000000000000000,2086776377822262689184579786419/100000000000000000000,-3730764116800519574431178059199/50000000000000000000,-62591076741/100000000000000000000
37093389393001615491/100000000000000000000,39395597270768842778131658266019/100000000000000000000,22021807114025477722636830205207/100000000000000000000,1765409831513985119417421742189/100000000000000000000,1287679465139184926626505029/800000000000000000,-21964098081123273829558483114741/50000000000000000000,-559790136507/100000000000000000000
282859313909797107513/100000000000000000000,4186936367781512321824928743989/6250000000000000000,21469429957719870062335717439781/100000000000000000000,12491687694619859016622091140981/100000000000000000000,6001721859256585991065395647867/100000000000000000000,-187098220752702051270787807327/10000000000000000000,-15874698592681/50000000000000000000
65466227689431601991/25000000000000000000,43456960542382262556579431347/800000000000000000,12918186492779110259996542253097/50000000000000000000,5569614963527319287625734538257/100000000000000000000,3777709377165600669714276290633/20000000000000000000,23740011473039606336566657/100000000000000000000,-736453163509559/50000000000000000000
10040604774098139197/4000000000000000000,3300684523335223266179190053811/20000000000000000000,29874550718325036815833743486923/100000000000000000000,7588011597484692733885540642871/100000000000000000000,868495443583756915399221644437/12500000000000000000,2373402083546323680090694239/25000000000000000000,-10479452435381/10000000000000000000
52266188521728850063/100000000000000000000,8173943616781192152210225962757/50000000000000000000,1443852490734612426294875606457/25000000000000000000,4451486381840972810109280844973/25000000000000000000,5247554308584817417842902896911/25000000000000000000,66035287797464004909734326463/50000000000000000000,-2157681532879/50000000000000000000
125027302750597214129/25000000000000000000,4150977857266524999949183109901/25000000000000000000,1661097547235758898579470560443/25000000000000000000,15328492674527050438726274407511/100000000000000000000,13963318446449363778437517824909/100000000000000000000,10749939073120772732614913049/20000000000000000000,-929293928721/50000000000000000000
148571590311111253869/50000000000000000000,18652445849846362606646308689877/100000000000000000000,5294698223911938092721705483947/50000000000000000000,1343852882525008153092657911859/100000000000000000000,1041794571045167011974326626401/12500000000000000000,582728411292894050187341662111/100000000000000000000,-17083399863/4000000000000000000
56885475794234178749/20000000000000000000,1921784258095766614256245196781/100000000000000000000,10508451363796298797929920068571/50000000000000000000,1437173081520406856499205669663/12500000000000000000,2959649417266644776164519695333/25000000000000000000,85401858573639290732203/10000000000000000000,-2281511551679589/100000000000000000000
731757837898989393/1562500000000000000,20907260697563784905566993919827/100000000000000000000,1511644590059768470689392666509/50000000000000000000,1200306251095512360328460729603/4000000000000000000,4095114665591159787679349049731/50000000000000000000,2561541119280839439748675151511/25000000000000000000,-31035396941/2500000000000000000
28077789199148616959/6250000000000000000,30941416225890499706675613713603/100000000000000000000,3826655488322456205317972075379/50000000000000000000,15197091592276544118397671628113/100000000000000000000,15998536559550970180700669840431/100000000000000000000,7345643712393424781007160765771/100000000000000000000,-6308505758207/50000000000000000000
76365295733190050637/25000000000000000000,19489851740725984938649983599607/100000000000000000000,3418141415632693179720635932517/25000000000000000000,681194577068427256213532993161/12500000000000000000,1918191632759497934528183396749/100000000000000000000,2122408281431552991097067631821/50000000000000000000,-1047612099317/25000000000000000000
128780245068856007829/50000000000000000000,3213226591515870797726282914909/10000000000000000000,7630174128962829731452020199173/50000000000000000000,4537924578931859043320258181163/25000000000000000000,15882856718423999316384134439223/100000000000000000000,1816515894297593388737230837769/100000000000000000000,-172166015577/25000000000000000000
236557628293740416041/100000000000000000000,5181042407889888001100060682153/50000000000000000000,4880272745293946253674228881913/50000000000000000000,886368459786584994438266951663/20000000000000000000,29521876748028130998270809267041/100000000000000000000,159547971557761212331728477/20000000000000000000,-492283638077367/100000000000000000000
58153072292593821777/25000000000000000000,5705033266121581954468492569197/25000000000000000000,11253751456843626098156427280767/100000000000000000000,12133389415362452220291063829983/100000000000000000000,325285832272077272019380384759/10000000000000000000,1693238147925693352785241212953/20000000000000000000,-1829973235911/100000000000000000000
246471510569086702667/100000000000000000000,25600542494589521297951476136129/100000000000000000000,1674383197206893099072333114389/100000000000000000000,33970092850899820863786469261/250000000000000000,5845922445839417389099022533671/100000000000000000000,1186384752127706829704514249041/6250000000000000000,-3871055414437/100000000000000000000
226145128645363724501/100000000000000000000,7520548999826503704164116086137/20000000000000000000,190919057909264871565401429067/1250000000000000000,525514001514363711495617160657/50000000000000000000,836887258380677052740344420931/6250000000000000000,-33004461668893427393772195017/5000000000000000000,-1362237007081/12500000000000000000
126976566632710037841/25000000000000000000,3523946548302824749574393078821/20000000000000000000,15122482977507978169888328107777/100000000000000000000,23993441770133239949824036533249/100000000000000000000,738933123591899425165374783841/25000000000000000000,524135502153043866281908863109/100000000000000000000,-4382388169021/100000000000000000000
257410783831588841339/100000000000000000000,38096017994787495553591489890939/100000000000000000000,3468325300028281480867313095117/20000000000000000000,285653796663097335047654835257/10000000000000000000,9451935672871567904598663850529/50000000000000000000,2612815804686702130950314835057/100000000000000000000,-3457461343461/25000000000000000000
307318471011155302171/100000000000000000000,5029245544019369985860168163193/100000000000000000000,23108271579503830092110146136297/100000000000000000000,4340356709193951493338798553119/20000000000000000000,15628175548643106202830152629851/50000000000000000000,4001913388436530060709241/50000000000000000000,-5736993037454073/100000000000000000000
