Up to date
A,D,B0,B1,B2,Root,Y
189896481006601902923/100000000000000000000,5802373623847421555504410734561/100000000000000000000,9392418079573738754894611631167/100000000000000000000,16494162293025835914628531671423/100000000000000000000,1920161383221508774348654483237/20000000000000000000,341238489167438835572344517/50000000000000000000,-82085847902617/100000000000000000000
269010530132244390139/50000000000000000000,5845776854171713149584970182379/20000000000000000000,6835505512121011457461361535423/50000000000000000000,11529216137249177755476931616907/50000000000000000000,7073129783398481514379375046133/50000000000000000000,1757808352555811738529909908889/100000000000000000000,-7165288957671/100000000000000000000
165346590959182174813/100000000000000000000,6333382402334505650918266927011/20000000000000000000,609374511351933840099955689467/20000000000000000000,9462209853384777207150346273127/100000000000000000000,11878574530883203944350916535989/50000000000000000000,3028258925067716927401724392363/50000000000000000000,-395407680309/5000000000000000000
236118412658935601689/50000000000000000000,127100662648051433193050126441/12500000000000000000,21875692945826452622614117295943/100000000000000000000,20666604986953077748096290840947/100000000000000000000,4653707419236296215372987413403/50000000000000000000,50540095937204641572587/100000000000000000000,-6889883265140807/100000000000000000000
237143642482231303/10000000000000000000,9509168879275842139362765646391/50000000000000000000,9537575328574371618405291293207/50000000000000000000,5018791234694564415076531236031/50000000000000000000,26133016289577903631042451208757/100000000000000000000,135149362844064780088314564329/50000000000000000000,-1180602739133/50000000000000000000
142461035316446633009/100000000000000000000,32509314014762691178333892586751/100000000000000000000,843090132074891005298781229819/50000000000000000000,3498554788016325461302452788579/20000000000000000000,2374856841344354138229968658487/20000000000000000000,517468965370557185925379882733/2500000000000000000,-2511853412207/50000000000000000000
29059514030396447053/5000000000000000000,1314300172073534177431607429827/100000000000000000000,460163541478708949101866477067/6250000000000000000,12215831194459581455887073907051/100000000000000000000,579986612624675111362916888389/3125000000000000000,52341976908999911286783/25000000000000000000,-138919121364079/20000000000000000000
450643244547738555733/100000000000000000000,10238430081383299965091828483973/100000000000000000000,14622737043734768921678964968323/50000000000000000000,21746084685898239291783818736971/100000000000000000000,2589644375242529501339683851813/100000000000000000000,407368533917878330230294433/20000000000000000000,-21150957200823/100000000000000000000
73964682670751045703/25000000000000000000,17616362054940321948186734631529/100000000000000000000,2194800031628210490122761446231/20000000000000000000,16589805921554488981857481618933/100000000000000000000,5300887974076526672103735422889/50000000000000000000,89887366913814665637257062243/100000000000000000000,-1686830281517/25000000000000000000
91642432702406148199/50000000000000000000,4977222814556818991864177082207/100000000000000000000,7447145806393840224467305373849/50000000000000000000,3844426255966098822541708859151/50000000000000000000,6499928925864603793302227347591/50000000000000000000,12882068370254986719092721/12500000000000000000,-30153365287873/20000000000000000000
182827220750943904179/100000000000000000000,46046802166637087641579662008857/100000000000000000000,11263194895786117053710243273139/100000000000000000000,2072389966779614727898827833979/100000000000000000000,825180952304728765618604231413/20000000000000000000,-2268742362198086510410146324143/100000000000000000000,-1993593189939/12500000000000000000
246930849274716137889/100000000000000000000,1057187808694528270391038036799/25000000000000000000,3375743250653618009735479290049/12500000000000000000,8736431434227740997055771280943/100000000000000000000,4112291019544299853072155391919/25000000000000000000,1017800528485204033112143/10000000000000000000,-1124376091561581/100000000000000000000
7754189943704479463/10000000000000000000,2867669336433882161958982523759/50000000000000000000,3204268128205313980915356989129/50000000000000000000,2433859479022767273549080146893/20000000000000000000,1995389228739311412825181723587/25000000000000000000,104730715710107264597964107/2500000000000000000,-8803729095889/100000000000000000000
138261987962557465521/100000000000000000000,7929388877012392127489634888311/50000000000000000000,5724822835583411929064915551671/100000000000000000000,2196027578046941885138988382627/50000000000000000000,1548345987162103321524457775547/50000000000000000000,7110297228867323833708294487791/100000000000000000000,-529249060991/25000000000000000000
26472308782513479509/100000000000000000000,20879158979645681488471348739947/100000000000000000000,2057849048747856030689615076553/12500000000000000000,5850107548979639322425470848897/25000000000000000000,10082042975441383114057351232783/100000000000000000000,64282697637416381757689215191/10000000000000000000,-2282074653379/50000000000000000000
395566240236548643287/100000000000000000000,11877351114731496129913851923597/50000000000000000000,5098658329256736989198585096817/100000000000000000000,2675163225924035322283630386987/10000000000000000000,2248894088672729207757756143557/20000000000000000000,186193967392470498805821758611/2500000000000000000,-5735347297713/100000000000000000000
471843592538728242657/100000000000000000000,4572757090628918862826259112391/50000000000000000000,19925432512825646003653199323081/100000000000000000000,864841797377427577784422362119/50000000000000000000,3037067740737360227631446924593/50000000000000000000,248186966491404541580522041/25000000000000000000,-26614233294771/12500000000000000000
33281921137037672677/100000000000000000000,3192585887028445729193216330239/50000000000000000000,1191414875459640191531120158847/6250000000000000000,3272884411064279345381938326257/50000000000000000000,3714271689638690657749882096621/50000000000000000000,2323860898346469985871230581/100000000000000000000,-23238042897979/100000000000000000000
297558625707738369969/100000000000000000000,1779568285731357773642052249359/12500000000000000000,10925264309397952711330628745217/100000000000000000000,7270446590969946990789599865363/100000000000000000000,4476636405676305319727804449197/100000000000000000000,48808708443486860259689992727/20000000000000000000,-4180076354147/100000000000000000000
262872555599062460149/100000000000000000000,25628459613735789334946033216411/50000000000000000000,3282665575051145760828187893329/20000000000000000000,18652885412130655544333526920429/100000000000000000000,13887811095669526777896465838201/100000000000000000000,10493276360190503921570838430211/50000000000000000000,-642985610811/2000000000000000000
4535563931568205043/4000000000000000000,6773895998457032654575057613353/100000000000000000000,15562456500922702617066018451089/100000000000000000000,6743766470852182424560003288841/100000000000000000000,2038879399866713769937124494591/100000000000000000000,7260876989928674199774583259/100000000000000000000,-1018727596063/100000000000000000000
122125128516803436751/50000000000000000000,487667201322539168865726779269/12500000000000000000,6946953284250797612492361379947/50000000000000000000,10310676616393843103450098114833/50000000000000000000,66025629326426013069880514909/4000000000000000000,242377843380837564301146669/50000000000000000000,-9600802609939/50000000000000000000
374472913883342054289/100000000000000000000,55985237670485323993657451153/2000000000000000000,11877712542256499166267558761387/50000000000000000000,209327113463403299044512959681/2500000000000000000,7783718492741433233199047949257/50000000000000000000,1663962667860697977526881/100000000000000000000,-3773143896595101/100000000000000000000
100318616894981468851/100000000000000000000,36491220317662697064502512155681/100000000000000000000,2457104948498752777823547247537/25000000000000000000,3817879167897745845633448447753/20000000000000000000,8644871647588045942322016290689/50000000000000000000,9523969440030735460872302290143/100000000000000000000,-5040996518363/50000000000000000000
9081512669966897769/100000000000000000000,24304330957722168544939841144461/100000000000000000000,11031299618895825281096617803421/100000000000000000000,8506742571209837453995103022261/100000000000000000000,747904159587135672818329643883/10000000000000000000,6194547021659911798974138314947/100000000000000000000,-960523348487/100000000000000000000
32567165388307453611/12500000000000000000,1084596594372554758663698337213/12500000000000000000,2763829465002982047829030056427/100000000000000000000,3086632006775536795106972038801/25000000000000000000,32141083172359159807194920009793/100000000000000000000,1274786783606444525484262229/100000000000000000000,-176166646660519/100000000000000000000
29842686227808844519/50000000000000000000,14921528231687625248506032192731/100000000000000000000,8536526691629831695694810213183/100000000000000000000,14716233792322543601563829353773/100000000000000000000,1756866074233034476776611815223/12500000000000000000,109089129604690412584819836261/100000000000000000000,-2159926358121/50000000000000000000
146307941894286559083/50000000000000000000,38000813208739774448293141597259/100000000000000000000,11032974012974126905936234526369/100000000000000000000,25882713335269166852615121789773/100000000000000000000,433718028217399847309534221451/12500000000000000000,24077685213105640084351014115491/100000000000000000000,-3167806367557/50000000000000000000
231229453328618560989/100000000000000000000,7647269635147852149845836329803/12500000000000000000,7332052489923073811891342979417/25000000000000000000,7950320372072896014834951845111/50000000000000000000,23334550765910269017048324303489/100000000000000000000,4449945014904115263825257441279/50000000000000000000,-736437451311/6250000000000000000
65866564893704708423/100000000000000000000,24487183743998270598823688865879/100000000000000000000,10875454955578606927603737208931/100000000000000000000,384141198388355238343734853587/4000000000000000000,1222893845752222702636658202289/100000000000000000000,14812829519755236045271718365047/100000000000000000000,-1319274467271/100000000000000000000
300684513321764018981/100000000000000000000,45539327210068322605032537864933/100000000000000000000,873813164727772791247942650657/50000000000000000000,20455918319179490990988891001683/100000000000000000000,14946358274024160816161772150603/100000000000000000000,7682209818504184769819115339611/25000000000000000000,-12249336052679/100000000000000000000
37318311556968195723/25000000000000000000,8108551218764026921220347066437/50000000000000000000,1642339889454634272648830116629/20000000000000000000,11623010545569434233643765658087/100000000000000000000,10122042237106935867005678298843/100000000000000000000,273804219241382228702284086561/100000000000000000000,-141317421111/25000000000000000000
42424821839589454299/20000000000000000000,5027491996007021928641434621873/25000000000000000000,1276220236339969801565300603567/20000000000000000000,5221704822129069858850856730163/50000000000000000000,3140532466337659351709866546279/50000000000000000000,3725417894486259311209726650119/50000000000000000000,-2857847991379/100000000000000000000
211189310310632005259/50000000000000000000,5603620597985993753066690939739/10000000000000000000,1065883885113494045753800299707/100000000000000000000,24530859150456835401701702481357/100000000000000000000,7846718992081157296384253581883/100000000000000000000,26877356841796551726467449122609/50000000000000000000,-3020240375267/50000000000000000000
2157507718638360219/100000000000000000000,20741605623529721322556473436753/100000000000000000000,10771452494652345549295139346081/50000000000000000000,18322910406648779680073921780867/100000000000000000000,25466657327700846903703657795479/100000000000000000000,344739252422099613686953752643/100000000000000000000,-1833813964019/50000000000000000000
9931396111703646869/5000000000000000000,850793112014354652017055486819/6250000000000000000,8776219380920868476119366079731/100000000000000000000,17101566103789640418333422600121/100000000000000000000,16524091665783065677880537900603/100000000000000000000,109425531910637715721981823/800000000000000000,-2828341028879/12500000000000000000
255880034317333326831/100000000000000000000,11730125367057596728466754752089/100000000000000000000,35986472698089194556345274791/50000000000000000000,2003481965606934490068960291153/12500000000000000000,1551813262692973663647767315037/25000000000000000000,4044748431872990601143461893859/50000000000000000000,-50157289871/100000000000000000000
7999621825966912751/10000000000000000000,3392559789616092020840306928589/10000000000000000000,308657506980709562604982677453/12500000000000000000,1411372257785648788756205781839/25000000000000000000,13330698744496280028642114963809/50000000000000000000,3851647688446934865341732772707/50000000000000000000,-2429324599217/100000000000000000000
106221650825404931589/100000000000000000000,6275848274536443447226233122537/25000000000000000000,8856195751844868353054185062091/100000000000000000000,899938041959273165602591921379/4000000000000000000,17166044329124780531751514356039/100000000000000000000,1146984684038661321890088979299/100000000000000000000,-1171773065883/20000000000000000000
5563450766137053349/4000000000000000000,93004976377686190588068836721/5000000000000000000,14356307920506066487078457936359/100000000000000000000,2736165512105544932058618913799/50000000000000000000,19399956878285456075931638358603/100000000000000000000,1327018633145272958974179/100000000000000000000,-361520105279429/50000000000000000000
32118568282400122341/12500000000000000000,32895252548594406197207450148433/100000000000000000000,12851744494280570977874788387689/100000000000000000000,660224462363941497013179443349/4000000000000000000,273972100622781983299164481831/2500000000000000000,9098298180447786175931281889301/100000000000000000000,-8384258316911/50000000000000000000
70426135415217134393/20000000000000000000,1159724308021010404024723551467/6250000000000000000,101180353820284808799879695489/12500000000000000000,714683722821129749712991439529/12500000000000000000,7194386656505222922005610932687/25000000000000000000,21737765122625728771152163419/12500000000000000000,-8885135425353/100000000000000000000
204061166037135512009/50000000000000000000,18690150351704508487968290190949/50000000000000000000,765273843397300222429147730099/12500000000000000000,27021936133005218790656907957749/100000000000000000000,5058153971062548675106921117411/50000000000000000000,10650010278857501754954442653063/50000000000000000000,-25371853757/200000000000000000
411528869846602368997/100000000000000000000,1993512851204983125233378155291/20000000000000000000,25808399791878841280880664154637/100000000000000000000,2393366014412669634338814135993/12500000000000000000,2416757140517139360381550565829/20000000000000000000,376598166348687981523551283/100000000000000000000,-140893738597417/20000000000000000000
61454392823113292239/100000000000000000000,258072590153888770157202196849/2500000000000000000,1139464180731710030326038237189/6250000000000000000,8496881563837883257146688385717/100000000000000000000,10831131219403191825994836002367/100000000000000000000,662732714729824134769459133/10000000000000000000,-26942491185313/100000000000000000000
144397174974324909649/50000000000000000000,39421837117462652650294381668249/100000000000000000000,24576931632776978552292231065281/100000000000000000000,1599444668034940240694613629689/25000000000000000000,715188316975786521607969826331/6250000000000000000,1966683261069677393634311364901/50000000000000000000,-2902053252147/25000000000000000000
7606419395313437941/6250000000000000000,53694033280141982939860680988303/100000000000000000000,12840340418543100860932926009821/50000000000000000000,7742760004821180695903238154607/100000000000000000000,9022910827659590922974045050487/100000000000000000000,-2080189840278834112294585716109/100000000000000000000,-5658161400177/20000000000000000000
147504772655823748977/50000000000000000000,10721420245878698781514159180569/25000000000000000000,302710195176865004306291310887/2000000000000000000,11110585773884532682407723437101/100000000000000000000,7778769705417560707296287340643/100000000000000000000,5024425229002372045606517735689/25000000000000000000,-21349727235317/100000000000000000000
31120308685347897453/20000000000000000000,289573422423274372009786529669/2000000000000000000,12471279872065223051194125721913/100000000000000000000,1747802175813927944036871542879/20000000000000000000,5631741884071267949992384857339/100000000000000000000,134423589302581443039182769863/100000000000000000000,-1448531611273/50000000000000000000
71253885722726399203/20000000000000000000,30923123476232625299995375914213/100000000000000000000,308889304504075115452279469019/12500000000000000000,96500449517030994377423597449/625000000000000000,1675948402659351501356416185553/100000000000000000000,29350944890826142407149767363669/100000000000000000000,-350571405671/20000000000000000000
2978096878427040623/10000000000000000000,26102601957317515059220723205317/100000000000000000000,2955368773538051231792880576491/20000000000000000000,8970485726710467433760813163061/100000000000000000000,11726028397962837965357097041913/100000000000000000000,2134629200284204638834542364987/100000000000000000000,-3513328768677/100000000000000000000
65505202538462375339/20000000000000000000,4427741288575314174210879775813/50000000000000000000,2446967118219412882845096156401/100000000000000000000,5012088011951678652234153861603/50000000000000000000,13871983743638073423366561577107/100000000000000000000,2504638610344335606277234341/25000000000000000000,-4625646906443/25000000000000000000
56278849504794015413/100000000000000000000,101666055050096730741762952363/25000000000000000000,2527018163208375712947838682759/20000000000000000000,2697915942454470060625889639273/25000000000000000000,7563824332675060766584933567171/100000000000000000000,7038810527499732101561/20000000000000000000,-131680100883439/50000000000000000000
88611629273533542373/100000000000000000000,8325344243596754221958915460083/25000000000000000000,2014118095459991234343726254233/100000000000000000000,2125640961854410131355672649729/10000000000000000000,77782074339303860243541112577/2000000000000000000,8326038075488373693389623045967/25000000000000000000,-73067199011/20000000000000000000
20686578525561897247/25000000000000000000,203077120030497404293076641357/3125000000000000000,11291450076080042555592976346097/100000000000000000000,17183363726386431782076239553653/100000000000000000000,6877206427889346875718356441047/100000000000000000000,3182151079204476191274757513/100000000000000000000,-14025161047331/100000000000000000000
71696928725428403701/100000000000000000000,366397078293589457547670003041/2000000000000000000,23875683744277733700371302035049/100000000000000000000,5716985124385271460644866092949/50000000000000000000,14934855119670975978635237970931/100000000000000000000,28155814807367338239583729629/100000000000000000000,-7217454877417/50000000000000000000
26659702788168513951/100000000000000000000,5521756549838359720312367889413/25000000000000000000,1563930633527290460580080413553/100000000000000000000,1719719773490526213888791699211/12500000000000000000,7197017497906419791843334493771/100000000000000000000,8375960663164129496090128274549/50000000000000000000,-165855842433/25000000000000000000
152640468754932059081/50000000000000000000,26886748492900209266278303054019/100000000000000000000,4370235345710066082770456461821/25000000000000000000,13114651325022811149221666338401/100000000000000000000,8086288443078467577458209228649/100000000000000000000,375581387403294516065535620567/20000000000000000000,-45922023661/2000000000000000000
149544477045719848543/100000000000000000000,33503481919546879355526049306857/100000000000000000000,4859451849198885873361052924331/50000000000000000000,204074355975918458986373228509/1250000000000000000,5436386743061742061063012738581/50000000000000000000,517121628426395437155250436071/4000000000000000000,-2753223778413/20000000000000000000
14400812664150957269/100000000000000000000,22182031391236994903012757869389/100000000000000000000,4952081431716646161243530549573/100000000000000000000,14097200625838306991604777375869/100000000000000000000,22202847430672620106620667065601/100000000000000000000,847595285929749444966893283001/50000000000000000000,-292802432981/12500000000000000000
131596162923189123729/100000000000000000000,12894571544064531810923851893683/20000000000000000000,3252019006812752245896236301549/100000000000000000000,6870426301130700602658514125413/50000000000000000000,1072099188797708863174938777469/12500000000000000000,-5262401071087616476631403459719/50000000000000000000,-4536399273581/100000000000000000000
91143490195371478297/50000000000000000000,13215142937896644588907236327901/50000000000000000000,4042507172618685594701826111311/12500000000000000000,5832959883724029971770783817647/25000000000000000000,15506537777978448187221808164429/50000000000000000000,4885727669176161384402309671/50000000000000000000,-106605843341583/20000000000000000000
219230054910837218231/50000000000000000000,4477834906379080640053956581447/50000000000000000000,2139286379109953248408063870609/25000000000000000000,5414756572312465058136407876509/100000000000000000000,9284974557362255280661969315283/100000000000000000000,706347474887657059927526397/25000000000000000000,-17510823448177/25000000000000000000
10445660346748923873/100000000000000000000,35489335126395790109797170994751/100000000000000000000,7768976981927309540144964928917/50000000000000000000,104229695085693031014915630717/25000000000000000000,1981057084847576168408359559391/20000000000000000000,10434433135377863687524601406779/100000000000000000000,-228926314231/50000000000000000000
112879322757723222693/50000000000000000000,8565939096526397383374114786909/100000000000000000000,16037211282457720887079507351751/100000000000000000000,2506972295290053670281425736403/20000000000000000000,7827244719727531777178918324529/50000000000000000000,280022318870177201493524279/50000000000000000000,-122146199751653/100000000000000000000
480609295919047951849/100000000000000000000,3924201707438082497885844596967/10000000000000000000,7007274369003546919426782522211/100000000000000000000,10254059139765834186272774430291/50000000000000000000,3757232545181624189427243997227/100000000000000000000,29059760631684903077505822265649/100000000000000000000,-21981249979111/100000000000000000000
308644289039458483603/100000000000000000000,5274733459494715960857695736629/50000000000000000000,486088146248653597962062338651/4000000000000000000,6328810124580967006788200703117/25000000000000000000,8836403616036078534342796204611/100000000000000000000,1212402392085572881156965539/25000000000000000000,-36990424375817/50000000000000000000
2840389586549663229/1562500000000000000,21226420144819770411451614153107/100000000000000000000,588736681078800759435369784127/2500000000000000000,12572019189076571626111098029771/100000000000000000000,33148387927661700393360289127/20000000000000000000,2486072628321033288453877928487/50000000000000000000,-556585066683/100000000000000000000
3745501882755083279/50000000000000000000,8365805005850929338916973335129/100000000000000000000,15562768898895665481601932046221/100000000000000000000,297526803691122695557453640273/100000000000000000000,2514008689176783114566999031093/100000000000000000000,1308989658786777547274101629/800000000000000000,-401110915017/50000000000000000000
6413261460684469737/2000000000000000000,7277504013700567534015004945169/20000000000000000000,5418613296698448539262217364401/25000000000000000000,4045886896285753968532297736117/20000000000000000000,12002068391385432414547387272799/100000000000000000000,3193466058043235742914075042829/100000000000000000000,-1624312222883/100000000000000000000
59366502308769107399/25000000000000000000,356367457261862555721185785939/1562500000000000000,10659391405319334315332936326539/50000000000000000000,789305127545407571540752562821/25000000000000000000,363029577984389433919940713191/12500000000000000000,116677730428397088149721050397/12500000000000000000,-189398439367/10000000000000000000
12420297961959023679/100000000000000000000,9127530002024459503707383877739/100000000000000000000,3254688431841623994342492967123/50000000000000000000,9284786578598645460685737762073/100000000000000000000,16722328336553302735456733670207/100000000000000000000,8350079933574672561444641011/20000000000000000000,-2364386065973/50000000000000000000
11502798492991938247/6250000000000000000,1153879023199680147349673221249/12500000000000000000,710931861197899321460838766557/100000000000000000000,1417090939469722970431173765863/20000000000000000000,985695359842499453321868188851/100000000000000000000,8281218239836935597683422375329/100000000000000000000,-173091648147/50000000000000000000
246266412711509021041/100000000000000000000,91613490657109403511427418597/390625000000000000,595810202253405703447405220763/100000000000000000000,9667810846313907028834434121/4000000000000000000,2652826293461752555947604090417/100000000000000000000,-549628486470163662266561992793/12500000000000000000,-153524062491/12500000000000000000
26157629062189743727/10000000000000000000,5441906004298891043988241315327/50000000000000000000,1136092507728778583305794229401/100000000000000000000,2772689267680192674404088293279/25000000000000000000,4089240311683119862133052375797/25000000000000000000,2322033499970238165451418789/4000000000000000000,-102801221849/100000000000000000000
12661360784351909951/3125000000000000000,28605872230593751022154007944511/100000000000000000000,27557669730191420301611108525981/100000000000000000000,3055502582457503425476365045539/20000000000000000000,17470920614018364824771494330409/100000000000000000000,28175142798366337862880087959/100000000000000000000,-147456510862161/50000000000000000000
27151167994089496079/50000000000000000000,8243812361645392155566347024049/20000000000000000000,12965623640931843145141783302639/100000000000000000000,2263227409547129893096009152743/100000000000000000000,16611377388247853281774507025801/100000000000000000000,-1444454893585084830579210432007/50000000000000000000,-326993979227/3125000000000000000
153327580101292386699/50000000000000000000,12398227177141305872097677890509/100000000000000000000,12182654133656834073539133011127/50000000000000000000,1670429680358618921151259734957/12500000000000000000,11380420559804872728917707796437/100000000000000000000,811060821972666334357278671/50000000000000000000,-4443854599387/1250000000000000000
8339051671105259063/4000000000000000000,23571098105395033627021874637899/100000000000000000000,16800282885208090423248474917659/50000000000000000000,119161623305833529299476978213/2500000000000000000,10533268645226631888397044621457/100000000000000000000,27316428387300201732505712483/100000000000000000000,-4274413824229/6250000000000000000
10025292744730853961/25000000000000000000,10520029552301735114185620876309/100000000000000000000,2035075602878809148206561676713/100000000000000000000,5656502389731344721694572868791/20000000000000000000,1424339203444026965079710696301/20000000000000000000,953648134232272946557648747311/50000000000000000000,-15078900609/10000000000000000000
137393539752155341431/100000000000000000000,968942317549110255074958564219/100000000000000000000,2343460537880376616595777013119/10000000000000000000,8876139357954789490287784958069/100000000000000000000,2440382241071858418351343313467/50000000000000000000,281084656341245730373061/100000000000000000000,-97716106294871/25000000000000000000
389692604622246878601/100000000000000000000,1752719764721727845499057943219/12500000000000000000,10149826710055961095774594459239/100000000000000000000,9990876532579256463190419619843/100000000000000000000,10801115340633485684319335413183/100000000000000000000,4382691973462179219180475541/25000000000000000000,-17332636502627/100000000000000000000
157421362605269231043/50000000000000000000,2557015331752025512190688305581/20000000000000000000,11147967064539699762004530737527/100000000000000000000,4544013808650341306816562935121/100000000000000000000,13110980787718837252618599663/125000000000000000,220915477985240315222397571/2000000000000000000,-1416554067759/2500000000000000000
493468287474156854867/100000000000000000000,1694533585213485940008561001979/100000000000000000000,26837648147726042295386817495611/100000000000000000000,696242797151784361041027344239/4000000000000000000,1166646797925349350886066026257/10000000000000000000,198801279478012537202901/100000000000000000000,-1513504289969659/25000000000000000000
196809842134380062039/50000000000000000000,3024334441845185873370967226883/10000000000000000000,3890922988468823965857302431787/50000000000000000000,76471153631901517798580488369/781250000000000000,3437447017268633887863106014503/100000000000000000000,3860817851432839055558691937817/20000000000000000000,-1306602755761/100000000000000000000
37628481445107677601/100000000000000000000,2054588288205998188543977684433/50000000000000000000,15454188354566420006455104121777/100000000000000000000,5700676308452767654656672331997/100000000000000000000,2617308890589510161708771410823/12500000000000000000,98264114629626261559787961/100000000000000000000,-201230081285771/100000000000000000000
31010534480572649073/100000000000000000000,14350827872986344692125737953047/20000000000000000000,341524598771611405466204881279/3125000000000000000,21903170999211359646991661615909/100000000000000000000,2566269202409247546481208434117/25000000000000000000,59544404535657116196991706807681/100000000000000000000,-1044779216861/25000000000000000000
34765336194830647919/20000000000000000000,42182319806050514177015591261/10000000000000000000,604779843677611323510322406291/4000000000000000000,2064518756451276103640406691613/50000000000000000000,4620708096781559860883844946483/100000000000000000000,18503730321227280531003/100000000000000000000,-329163921796337/50000000000000000000
59143003273143055937/50000000000000000000,70801160033939673464979130043513/100000000000000000000,21885316194198147510355532133/390625000000000000,11141419302471597882678919504043/50000000000000000000,1724115423997990083075099430519/50000000000000000000,-19166303461230908489947936141561/100000000000000000000,-1606699812979/25000000000000000000
22555108136381566793/6250000000000000000,2533288568654920701914968060831/20000000000000000000,444912648269904576060282058773/100000000000000000000,8716674264304677324134310631397/100000000000000000000,2333935519436874384339442339699/12500000000000000000,10898597935923857649512518539/6250000000000000000,-1975055565061/100000000000000000000
2303349655872769771/1562500000000000000,8188594054775029017362836130153/25000000000000000000,1359794665894123145511221800091/6250000000000000000,6012637499151755324784421941987/25000000000000000000,21844063894364406761332519696879/100000000000000000000,190029785945711728270700386057/100000000000000000000,-34339112602981/100000000000000000000
40211270729449575829/20000000000000000000,3664464840352934434020335566671/25000000000000000000,7578412266696276298654991576239/100000000000000000000,3457829576886095202369026154161/12500000000000000000,1463604223058255529895381097233/12500000000000000000,17850822346891191015288261867/25000000000000000000,-1467013979569/10000000000000000000
96460640133400428953/20000000000000000000,913601684416480945445634366983/4000000000000000000,27711388826993130521732901107357/100000000000000000000,4163833590154789969548302893817/25000000000000000000,11606863187513060722036196601529/50000000000000000000,133027693006315581719578931/3125000000000000000,-724308173437833/100000000000000000000
91382814397274873623/50000000000000000000,1942885856719727192588989923889/10000000000000000000,6459006121834245116438964203167/50000000000000000000,2165975599306957294058344359233/50000000000000000000,1101368215232300650891075312293/10000000000000000000,2327830619048424796304870827/1562500000000000000,-525504685063/12500000000000000000
8816991362373068003/100000000000000000000,1628598600461705168654299650379/25000000000000000000,27813987612024223684603791437/10000000000000000000,24054291440340963186184946982167/100000000000000000000,9928555433551889156138217758367/100000000000000000000,1310918485251928866349071185819/100000000000000000000,-40901606137/50000000000000000000
180631143907922142637/50000000000000000000,24358046746673447944000798399257/50000000000000000000,2243262699760384303992637314143/25000000000000000000,1498428600917622374337183659801/20000000000000000000,4488961313641906915175432064727/25000000000000000000,-121254546166033115207573163099/20000000000000000000,-4118514636851/10000000000000000000
108209281924923037489/100000000000000000000,16292846797057184649568165904247/100000000000000000000,11140085098997644476063488355563/100000000000000000000,12927194354259550824850648796341/100000000000000000000,6309734850684424061326365542561/100000000000000000000,139740761170887740542694574971/25000000000000000000,-3451625130933/100000000000000000000
143022692765374567937/100000000000000000000,17656683094240453813438141655949/100000000000000000000,6084346457849223942301415468333/50000000000000000000,914143535284130121888218138487/5000000000000000000,8812107069928986154027081577329/100000000000000000000,108699099746420349593606528997/50000000000000000000,-1758245734873/25000000000000000000
164111274281466584099/50000000000000000000,189422417724612270793964549099/800000000000000000,2587520276519934684133945130281/25000000000000000000,10415814081226029281105162810869/100000000000000000000,386242481904763195308694485641/4000000000000000000,375455578228279069526321965987/10000000000000000000,-365986504231/6250000000000000000
1942165053869859149/3125000000000000000,5628341074564988157317175200621/100000000000000000000,2002455238046482824058022263159/50000000000000000000,6933957334501962774073280625143/25000000000000000000,9851472750960210656178405408603/100000000000000000000,3275313534660535190301028407/50000000000000000000,-3352811932967/100000000000000000000
463006257957728837889/100000000000000000000,27408090499681780338665630398439/100000000000000000000,2241517718627929815932519788381/100000000000000000000,12216937541213842768229730342611/100000000000000000000,13702764224928842932835427501671/100000000000000000000,11709416763724550877239492659173/100000000000000000000,-2689599927531/25000000000000000000
101798252805221584127/100000000000000000000,1260499872207645223683695806151/25000000000000000000,1332263238342355020087471474291/10000000000000000000,5127299593927835268512603393511/100000000000000000000,5232423230471624113722498621417/50000000000000000000,329979526171332443279370289/100000000000000000000,-114111862385693/100000000000000000000
89630096799889296601/100000000000000000000,603025190698133332183712001157/3125000000000000000,4556384138182903492171059251891/25000000000000000000,5705960577063589070408981297679/50000000000000000000,16927061208649334339495532989/97656250000000000,3928575572646053958861896447/10000000000000000000,-5031052064243/10000000000000000000
285347293705307608853/100000000000000000000,20052828028473665738580275062911/50000000000000000000,3889065894944796804309135599899/25000000000000000000,3613083097435306172129707411779/50000000000000000000,1916581118833519951306941770833/25000000000000000000,-614289201079806279391935167873/100000000000000000000,-671511212337/12500000000000000000
208970739714205561647/50000000000000000000,4019786723678369749580942322581/100000000000000000000,8582530214667669339730358596097/100000000000000000000,2288919696949702934239395376951/20000000000000000000,158806411476707441879107662643/1000000000000000000,307026683479209900351169/1000000000000000000,-674744605426213/100000000000000000000
175118003565456358173/100000000000000000000,8992190133984915573672966379201/50000000000000000000,3664864573627101883648914627113/20000000000000000000,7063070976236888779798124552083/100000000000000000000,3314177804991705702546400829133/50000000000000000000,18137803871516703605169748137/20000000000000000000,-8226273985727/50000000000000000000
128032758847004217417/100000000000000000000,14564051911486918319778835632999/100000000000000000000,4935596564465741736952500257951/20000000000000000000,4306694545790130595841438884267/20000000000000000000,12379547577128483894617596536099/50000000000000000000,2235132884585900999560214029/100000000000000000000,-53699601822441/50000000000000000000
321358080715605343497/100000000000000000000,26721377282836014418560799936801/100000000000000000000,1180672803536842818559199073869/12500000000000000000,5178466753787596663490113185447/50000000000000000000,373193702471173217159818282027/12500000000000000000,7257097788856947449100627800843/50000000000000000000,-151495819691/12500000000000000000
