Up to date
A,D,B0,B1,B2,Root,Y
26275594235617677719/50000000000000000000,1709885552737451394476462241497/5000000000000000000,17166610613393217514257300135827/100000000000000000000,13392917663411455456538037423043/100000000000000000000,1249974277060561043261681063279/100000000000000000000,4602116985421639654309654424579/100000000000000000000,-5421241782167/100000000000000000000
93421964916819294517/25000000000000000000,402269390980357466275261968677/3125000000000000000,2837185678370187273411193434673/25000000000000000000,4814149001899316715895624284903/25000000000000000000,1081291899446097160193512818921/100000000000000000000,2581977838995120106665705453/100000000000000000000,-129079028129289/100000000000000000000
34851747665107491231/100000000000000000000,15719536905579648946124105398207/100000000000000000000,6290583271118366546262520550959/100000000000000000000,816159199056309194265893467141/10000000000000000000,8435727351276851965576971646021/50000000000000000000,1971359541287051036459592077413/100000000000000000000,-578450236871/50000000000000000000
586324493186983666259/100000000000000000000,14071680824985187640439503133691/100000000000000000000,8783235489188943619756674975017/100000000000000000000,3719488167256643480755211494073/25000000000000000000,120459865303858798236712911259/6250000000000000000,7247565953123162460309283119/100000000000000000000,-30625934418339/100000000000000000000
216246432272212494791/50000000000000000000,4984488137384158541833680317951/25000000000000000000,7978912850833897861298824680257/100000000000000000000,3795752171545533931890753581187/50000000000000000000,2818359298857917397907025970477/25000000000000000000,548184384191706346062702677017/12500000000000000000,-1279480744137/12500000000000000000
44274294549080631247/100000000000000000000,3009047941996619142699140651769/25000000000000000000,6715684279781353186670772516747/100000000000000000000,8196996346412401371808647185149/50000000000000000000,4016416907316766290994180869733/12500000000000000000,24346998616050990545475053117/50000000000000000000,-357304085103/6250000000000000000
4946535632784827633/12500000000000000000,425996213276515751086954024599/12500000000000000000,518147722154086847583430743233/100000000000000000000,3049317692716972661190856295471/100000000000000000000,191754327701234418766062151549/25000000000000000000,355054654585113720179178708491/100000000000000000000,-3517047829/20000000000000000000
361212156216368768187/100000000000000000000,43078476570815708413487017169213/100000000000000000000,17122871394929430861601641206337/100000000000000000000,18264003522403276861554291785959/100000000000000000000,6325244643290649774874878340111/100000000000000000000,7786941332643193849119684253643/100000000000000000000,-32667547908931/100000000000000000000
344541487641980903739/100000000000000000000,7993250343641215669433880753367/20000000000000000000,3376781381324972837514742323213/25000000000000000000,2353928012713966761534039761487/25000000000000000000,3370770587502178593247347039281/100000000000000000000,-467590353558900078632499641799/100000000000000000000,-4405360151957/100000000000000000000
19417906961136794249/12500000000000000000,35042241868904976738251437706581/100000000000000000000,7953747901853410436551582539087/100000000000000000000,8689275166570187429989126362503/50000000000000000000,9834788164318433765943133433043/50000000000000000000,4926107718074289644184575521271/50000000000000000000,-586483761513/12500000000000000000
143784793367069649651/100000000000000000000,1789475960406328104436906666557/12500000000000000000,2806830773714604322180613857041/50000000000000000000,12999882281975430958757249017499/50000000000000000000,403242380486324746732633038947/1562500000000000000,7763335269111885661022179959/50000000000000000000,-44403381922659/100000000000000000000
198777820306124660177/50000000000000000000,4258559788349039866936958531793/20000000000000000000,19524644392158378153113929543/800000000000000000,1062424282195447686624137631647/10000000000000000000,9504608113760975534480852792641/50000000000000000000,8356924365791285229816200754341/100000000000000000000,-6062613151/5000000000000000000
829194338023389099/100000000000000000000,1776975276223262992880687012467/50000000000000000000,14165624038141461433869780169727/50000000000000000000,13721353194206262105099135755881/100000000000000000000,2427019990420939152070621808213/50000000000000000000,312138337870090914355638307/25000000000000000000,-2258221596119/25000000000000000000
28420196271726220369/50000000000000000000,33208397464799186703103975776273/100000000000000000000,15823448874518554454965068010029/100000000000000000000,5577684457802179400022680774051/50000000000000000000,496694139928589085402622535581/6250000000000000000,6589162843066269096692457930111/100000000000000000000,-899659760737/12500000000000000000
333049743174446942267/100000000000000000000,8343761812405586664485267776263/50000000000000000000,43266317577091264969252340427/312500000000000000,3094352719887308815302103686831/100000000000000000000,10926270383748874377979910751341/100000000000000000000,167979642869456202710505791559/25000000000000000000,-675613909507/25000000000000000000
109660555267250067993/25000000000000000000,7222549216106976031027913418273/100000000000000000000,1586409877255424030875278637671/100000000000000000000,31288669743167876852264034495153/100000000000000000000,16865887791891195845641838503747/100000000000000000000,666728277862674291635601497/100000000000000000000,-40777676373131/50000000000000000000
52361940959786721767/50000000000000000000,12991137818411577206938936844081/50000000000000000000,3866211210492672783805433390227/50000000000000000000,104520887564870086042603278871/1250000000000000000,7209824242499908002230718578153/100000000000000000000,1980342776238117495741058810607/20000000000000000000,-564839026219/10000000000000000000
326013623309734144889/100000000000000000000,3058427341409137057978216112167/6250000000000000000,5800338502464805347369714633159/50000000000000000000,3241382072063690160446394835723/25000000000000000000,353259061496882617747155310099/25000000000000000000,-327794823630473259557090187793/50000000000000000000,-32875330169703/50000000000000000000
47111242821582309451/50000000000000000000,9433542321153079027818315436989/50000000000000000000,332837312753772465134674002143/6250000000000000000,8854581814426860537541166545909/50000000000000000000,7814108053658214260312562778491/100000000000000000000,7409959414847040016267310077/2000000000000000000,-13301194493/312500000000000000
424994637397669321129/100000000000000000000,14985268519178907616535781123543/50000000000000000000,5741580335994826100904547328797/50000000000000000000,17390168150431087886112742854167/100000000000000000000,1100347976783553346846158444671/20000000000000000000,817036970277481545784142466533/50000000000000000000,-3407497335563/50000000000000000000
319244234125009229217/100000000000000000000,44273323125878665414458366150563/100000000000000000000,3708767930687324573911850757099/25000000000000000000,299891040928827900335432724391/25000000000000000000,4917452341088054022488335971903/100000000000000000000,-3017611189069209804114363986103/100000000000000000000,-1751225352553/100000000000000000000
114806072477079921629/50000000000000000000,7982163101462201154649761205643/50000000000000000000,1012438035371943647273406214881/25000000000000000000,6467460251552044064756738405683/50000000000000000000,1887911139726265457474103834439/12500000000000000000,216494683373944150434071600493/50000000000000000000,-509616119099/50000000000000000000
199645049691496973463/100000000000000000000,3591713453277278447510142991/24414062500000000,756569581538333071008510156181/100000000000000000000,7209841660017838492687878597643/50000000000000000000,4315187378169125397898647494993/50000000000000000000,1388003438021652998899919522683/100000000000000000000,-1216884411551/100000000000000000000
87372553372393860127/100000000000000000000,4231771168368843209759702204731/100000000000000000000,177878874445200889600857023407/1562500000000000000,1650940818875927063642747301743/10000000000000000000,2623398986511169232237975874237/50000000000000000000,702261562623314851469211/625000000000000000,-41434799149939/100000000000000000000
339876034840174113653/100000000000000000000,21427449734511977032898568454863/100000000000000000000,5079368596916693525080455111597/100000000000000000000,1365221989017543500704708908087/25000000000000000000,4860240264406393973864140951631/100000000000000000000,-140262988522811609641168251749/50000000000000000000,-10565940417093/100000000000000000000
278997701238739374753/100000000000000000000,3815200189053178497379084784409/20000000000000000000,859259336697211132255741614391/12500000000000000000,5600646938862345375989433354847/100000000000000000000,15051736526592946714174046383609/100000000000000000000,825514022097607522967147927209/12500000000000000000,-2300226624993/100000000000000000000
251699222812807493919/100000000000000000000,8902780439753865253586743113933/100000000000000000000,6282446184836530625531889285431/100000000000000000000,1541294670139643142641709720961/10000000000000000000,2392685122787585614757793223973/12500000000000000000,2735286814480863347015848169/100000000000000000000,-297328902917/2000000000000000000
60440863872535181853/50000000000000000000,35343122648535936009381272491243/50000000000000000000,2788262814484062090275569910141/20000000000000000000,5850962580768647036459846452341/50000000000000000000,2575387429400894884294147316829/12500000000000000000,-3726249685928775020320215000241/100000000000000000000,-16890292321707/100000000000000000000
19766221010987042839/100000000000000000000,2893195169537982171417281748959/20000000000000000000,813844394984014548404538166103/100000000000000000000,421795748000033920714057388477/100000000000000000000,2190867333155573051968303625973/50000000000000000000,-24955642937062885617870368087287/100000000000000000000,-23942722147/50000000000000000000
24020889993589426289/20000000000000000000,3623056374050218317059287302373/12500000000000000000,5050783576182027107937700964099/100000000000000000000,14614334426351603819693552523013/100000000000000000000,1828579141328565487465361538271/6250000000000000000,4783494467280802696244157359723/50000000000000000000,-102887154481/50000000000000000000
329420925483037930139/100000000000000000000,570015628444317065248769501913/50000000000000000000,17943660338682423443312200825441/100000000000000000000,1646300189768195614907806128399/100000000000000000000,7011301571683837801652302950459/50000000000000000000,128965015157738548073507/10000000000000000000,-223796421125333/100000000000000000000
121702517202176064839/50000000000000000000,12104585679611343122292024708287/100000000000000000000,13804446674512112400787824563/312500000000000000,13941881122913510569882292919421/100000000000000000000,22752567112573559425026444408177/100000000000000000000,6073330604400324785827986479/20000000000000000000,-399344511431/5000000000000000000
118056312820650367719/25000000000000000000,57419134021120510870316363/78125000000000000,329707534521252111688212232321/2000000000000000000,17202496006257998621943151898423/100000000000000000000,53906142685966424703425494843/800000000000000000,222283312311399259/25000000000000000000,-43876134323426551/50000000000000000000
76213833615043599069/100000000000000000000,47722427782035051112949093742067/100000000000000000000,221291478840417263195047452437/1000000000000000000,132390287803885569847475598369/1250000000000000000,738219304460941082415622211979/3125000000000000000,15288243481705345648477260297447/100000000000000000000,-8641133440107/50000000000000000000
74762283943256257113/50000000000000000000,15458879998104219871611844917333/50000000000000000000,924331517335765964993128347097/50000000000000000000,669767395287801723836999440001/6250000000000000000,10357948602951123923964677063/100000000000000000000,-1072259646230950530723763248323/50000000000000000000,-176517330039/3125000000000000000
32013945809783502241/25000000000000000000,402894649102450319799000262453/2000000000000000000,3373905120475455178906048724039/20000000000000000000,3665416677022559116030278594657/20000000000000000000,6158412126978366059840587057563/100000000000000000000,36410650445960446754734030461/100000000000000000000,-523714348829/6250000000000000000
121264120529126581199/100000000000000000000,765592592450141818303674317697/12500000000000000000,415113575122518086934052540499/2000000000000000000,1364399239122507161125704651627/100000000000000000000,110747325837380776576835386453/2500000000000000000,1736386546908806818651332571/50000000000000000000,-4010300069009/25000000000000000000
10195849621600465441/4000000000000000000,27831403405066186344694716080207/100000000000000000000,3154532636596271516865840705721/20000000000000000000,375854976335184960702511336369/4000000000000000000,3490275047791905361291144555279/100000000000000000000,746818422525464614169057723871/25000000000000000000,-514007587291/25000000000000000000
121256589415537510609/100000000000000000000,21905694302516925151274415504177/100000000000000000000,7427244481838988021951686754723/25000000000000000000,5280760370595993642418766259411/100000000000000000000,12501997590352532599264948175389/100000000000000000000,119686758403320891152584884987/100000000000000000000,-14397489502861/50000000000000000000
251370146199082467003/100000000000000000000,25044554176346493667080601384359/100000000000000000000,14969204030463892436679511568777/100000000000000000000,9978100085358774600308479873627/50000000000000000000,106477615096390258937892503369/10000000000000000000,69642882687269952310417481579/100000000000000000000,-2247677084827/100000000000000000000
208515104269329783887/100000000000000000000,11214220616602055386459962298707/100000000000000000000,11865191704033295386652357887913/50000000000000000000,1359596870267629157716501398453/10000000000000000000,4716110249387820068553357762897/20000000000000000000,1225557047535295982261503831/100000000000000000000,-54363171005791/20000000000000000000
5142743831844034789/12500000000000000000,5684825581763677272330206691463/20000000000000000000,8027601105053729145648955163791/100000000000000000000,277951730059718700323813201647/25000000000000000000,101227202819122318704515127561/6250000000000000000,-1870221850587516041565706704951/20000000000000000000,-944294594873/100000000000000000000
134819700609513295179/100000000000000000000,1351060437389294413956641293667/10000000000000000000,8849537085180509458849441069789/100000000000000000000,3025660224682533525955753314263/100000000000000000000,436705177319577361216478077917/12500000000000000000,1922748819605735340984969601233/100000000000000000000,-526777678607/100000000000000000000
257032386103756417219/100000000000000000000,94171776924952398315448223733/781250000000000000,23317206925226723001332641297733/100000000000000000000,10525102921606518880924104825451/50000000000000000000,739401456944994721729440751241/20000000000000000000,353284086297589338282352829/50000000000000000000,-44773179284667/5000000000000000000
6470203080009440887/10000000000000000000,14610619444026197717035493246171/100000000000000000000,5889617998502413897637731136967/100000000000000000000,9751978264879824336625143839107/100000000000000000000,3805314573940250159858594294713/100000000000000000000,664403785673139988409141628151/100000000000000000000,-50710892529/6250000000000000000
368387800368246912513/100000000000000000000,24688495089702192026463781049741/100000000000000000000,4971793900510716829284997622403/100000000000000000000,2605835022673124709160963909813/50000000000000000000,4111520779186779387591209130823/50000000000000000000,7310974964497610096849413972473/50000000000000000000,-56949394633/1562500000000000000
60749962752038474633/100000000000000000000,15677484658177839095830952001747/50000000000000000000,5716639945970104759861820895963/50000000000000000000,18197781916248165053289090947421/100000000000000000000,3322024034891644531981745258033/50000000000000000000,1573146606089866086477661010783/50000000000000000000,-1862246419351/50000000000000000000
89602304374515543309/100000000000000000000,37059295308742469678708159756271/100000000000000000000,1994605048679312783191599878569/25000000000000000000,3373554171792653531215407514169/25000000000000000000,13070669077674321332958522194091/100000000000000000000,7878495027042475651912177362517/50000000000000000000,-10429107736293/100000000000000000000
61841339934066464461/100000000000000000000,31477956561356787325834806066639/100000000000000000000,6217367684694906931086335968929/100000000000000000000,10699537973143429035199076958271/100000000000000000000,7837351171285173990885826823421/100000000000000000000,7438230236688801466573756751963/50000000000000000000,-267481618469/20000000000000000000
151048604957356981933/50000000000000000000,3473628138218537883061614653099/12500000000000000000,23211128564821252443734205952363/100000000000000000000,2214977113000693107238421121111/25000000000000000000,378119971859675716197878047213/2000000000000000000,33645628686194127560971183881/12500000000000000000,-9241306812899/100000000000000000000
134102164728846521919/50000000000000000000,15363718509064994724465151563103/100000000000000000000,7627028072223286680106260615353/100000000000000000000,172151695530058910635520943879/10000000000000000000,4133235455473006455030090446881/100000000000000000000,1231118054706395175944071376653/20000000000000000000,-843359049029/25000000000000000000
17603461511921462767/100000000000000000000,1166003123890260908467335608189/50000000000000000000,2893595779304383276848664203911/50000000000000000000,2110712568531430903168669203747/20000000000000000000,244597033566025790277244024313/25000000000000000000,26023675760573741252674817/10000000000000000000,-16855798483291/100000000000000000000
44328309211360307853/20000000000000000000,368319466719686829735223289817/800000000000000000,36711808867345635699928966981/3125000000000000000,2040830993995719280833464642663/12500000000000000000,706347609836421269981487633033/6250000000000000000,-4493702264944080162663836600417/100000000000000000000,-7238196218161/100000000000000000000
209415347627104057357/100000000000000000000,20502130838219923146997097899487/50000000000000000000,6280731094403916734041938626319/50000000000000000000,110090415219412440171953180149/1250000000000000000,2486800997961521001862854967103/50000000000000000000,-847164131852147723768118205943/100000000000000000000,-10665656517489/100000000000000000000
114210357705233743499/50000000000000000000,495969258313758191714156960023/4000000000000000000,282636689046974145990760855701/4000000000000000000,41002705691142280319974856397/4000000000000000000,2880912792469206524899476373407/100000000000000000000,4538957075170909552928163080623/100000000000000000000,-627149372117/100000000000000000000
606015423090253804207/100000000000000000000,3778723768000054405663449624037/12500000000000000000,11712128454362910394893434293669/100000000000000000000,24509470176162587203144097285399/100000000000000000000,30589077613909333974315968168217/100000000000000000000,104834330196776424902512165247/100000000000000000000,-29930358280333/100000000000000000000
136372279591001236947/100000000000000000000,1741288149534644450378338995499/25000000000000000000,16975021980404178729745225322419/100000000000000000000,41393589360321780609545597503/781250000000000000,16756880594248694510438409290159/100000000000000000000,424569411669262164393063719/25000000000000000000,-19257683115641/100000000000000000000
50978304931201371029/20000000000000000000,21143477066700153806458631991991/100000000000000000000,1376532405454747167484520022149/20000000000000000000,12746727932588872831004873626051/100000000000000000000,1558460762593154482580156587917/20000000000000000000,1864408223090795167503214756673/100000000000000000000,-321020181049/12500000000000000000
1656785434376337661/500000000000000000,288601386756611354507174883427/2500000000000000000,26775996662915252468703950425331/100000000000000000000,1191664228879801881131478038173/20000000000000000000,22099988663317997260933654758707/100000000000000000000,270167703186136015352734847/12500000000000000000,-1827720859879/25000000000000000000
13896109139147047043/5000000000000000000,37692982378253069582620639186137/100000000000000000000,317953358550631622660666095819/20000000000000000000,11136676342011409005606951204237/100000000000000000000,10232226023027528113003927033633/100000000000000000000,-1058514356099983228060927166319/50000000000000000000,-3341798560167/50000000000000000000
10499376286082930993/100000000000000000000,13053908113041996953978737130427/50000000000000000000,18094647763409212246521412731347/100000000000000000000,11460140559493443726324132200061/50000000000000000000,883011243829165034172137631947/50000000000000000000,592330666467769270127437788133/100000000000000000000,-2234311905563/20000000000000000000
159485000788682669/400000000000000000,39514535076173392046736267845831/100000000000000000000,2997455340365704680466403273069/20000000000000000000,50371436838053060179129050669/160000000000000000,8990457329987112321697577758811/50000000000000000000,1469738681000540645719829130659/100000000000000000000,-298971012737/5000000000000000000
67196273864310210957/100000000000000000000,14855951803683160748737538877987/100000000000000000000,8756423758528643491389241265829/50000000000000000000,25000257199092990949407059439839/100000000000000000000,1273494041864025311097589426463/25000000000000000000,3986554686077716721941393501/50000000000000000000,-59879423173009/50000000000000000000
166224501477405980859/50000000000000000000,698277167001214231094758164731/20000000000000000000,8251768649162608894504110775481/50000000000000000000,3482834474997980775235197351593/20000000000000000000,239639381625236412216801124443/12500000000000000000,56020180880675095962361/800000000000000000,-63508129692747/12500000000000000000
45230048944887894803/10000000000000000000,16215474627560150340437981817371/100000000000000000000,9744245704125906521773098551581/100000000000000000000,34991115429318941315227192468429/100000000000000000000,1864830756415435196982901359879/20000000000000000000,536537976963148555110265283/25000000000000000000,-20660047062179/4000000000000000000
159105650967635760309/50000000000000000000,18607321604205785976490058170283/50000000000000000000,1138862024559118249706732437581/10000000000000000000,4642780142589728184763331420613/100000000000000000000,7840831405298848023026079445979/50000000000000000000,10739077427695351405898393458231/50000000000000000000,-15780769907/50000000000000000000
16994046429918398993/25000000000000000000,105462360877327830805428296243/1000000000000000000,1622331798150080461068831302141/20000000000000000000,7495711486070976849891053657497/100000000000000000000,10519097798521795454769074665853/100000000000000000000,14386440389309811856002854751/20000000000000000000,-5355109321321/100000000000000000000
43563020989211355457/20000000000000000000,17031232424199851896370196539903/100000000000000000000,1067092205477543832546652433041/6250000000000000000,401352093302361881592558721481/50000000000000000000,1361475630533282851555512410047/20000000000000000000,369800727878971974144584256669/25000000000000000000,-572507646599/100000000000000000000
121453664278425969073/100000000000000000000,6622281690738109609246898404309/25000000000000000000,45088101718195457088449841401/625000000000000000,170594125237908316668637726829/100000000000000000000,2834286722630447282540497715043/25000000000000000000,32289929359887530917991405837111/100000000000000000000,-567899308129/100000000000000000000
447712192190186216227/100000000000000000000,4462532393333781163237348506267/25000000000000000000,625943639487666706649208995001/5000000000000000000,3309606593854946124794338788699/25000000000000000000,3717427894694878287363417161193/25000000000000000000,23234315242041333164999867457/100000000000000000000,-36784689220439/100000000000000000000
72455671008309976357/50000000000000000000,993257765730532067937892753413/5000000000000000000,1401002852763638179440055777751/6250000000000000000,20191758014436476093913900689/1250000000000000000,11065701275970889775928540210429/50000000000000000000,187628112376846862247591372693/25000000000000000000,-815892782301/50000000000000000000
83157211476953055833/20000000000000000000,25814685203828397273300285208871/100000000000000000000,1637186579620734478816305016749/12500000000000000000,676972145451951280240415023579/25000000000000000000,4381591599177823286820094854243/50000000000000000000,10184948652759213731761185262069/100000000000000000000,-7436646922839/50000000000000000000
35705743547530299123/100000000000000000000,33820061647059890315253825130907/100000000000000000000,2154542303316480260103521232461/25000000000000000000,30944076144365846190019710579811/100000000000000000000,1547337789712393833947228765941/25000000000000000000,1718264769662085501738298368067/100000000000000000000,-4525348135463/50000000000000000000
199780348142253180427/100000000000000000000,9761464224785902371492565464481/50000000000000000000,10906364523200813871578952904749/100000000000000000000,1682057854465618101483450419503/25000000000000000000,14055651954560210990636081277323/100000000000000000000,1078339386415377498003263963339/50000000000000000000,-1520535986481/50000000000000000000
160973919143791742377/50000000000000000000,53530514671574138384253859563541/100000000000000000000,14243285606639698917965816427/2500000000000000000,8976998581626613812591536925849/100000000000000000000,3245866057104805810195988861957/50000000000000000000,-12290280054745744280053277111989/100000000000000000000,-2320262658407/100000000000000000000
85934903064120364533/50000000000000000000,16397750247341655276497507186573/100000000000000000000,5270989939504090061664616178809/50000000000000000000,372891464453057918526248071283/3125000000000000000,2639051910212212648485433801591/20000000000000000000,14113222619562923643920242083/20000000000000000000,-7967463381417/100000000000000000000
64118264467807750867/20000000000000000000,15865888253194627071923824542159/25000000000000000000,347181458420147192039295968271/6250000000000000000,1659835524387261388602284455417/10000000000000000000,4086798051142809505737044783/1250000000000000000,-1777367651683613805976580816849/100000000000000000000,-41586151807657/100000000000000000000
107196088514160425973/100000000000000000000,26238925004461231200848268571027/50000000000000000000,4392119421868411158589284200109/50000000000000000000,2433737473845380821657538302159/20000000000000000000,2728575032474992868698653093813/10000000000000000000,16252481589540442682855038026587/50000000000000000000,-1033657551071/5000000000000000000
40589157209414725673/20000000000000000000,17360209716550780002943026355181/100000000000000000000,1886845512938462208098648204207/50000000000000000000,5743677518639218606817562815369/25000000000000000000,10224736505467816557708056836247/100000000000000000000,14484419548261592115347845199/20000000000000000000,-11367876888747/50000000000000000000
3224916425560392881/50000000000000000000,1541403932750384566220498530833/12500000000000000000,3750951777505765619679149748443/100000000000000000000,2294382651023350201613167202149/100000000000000000000,12255172554034310245117072780561/100000000000000000000,224125569374599855911195251153/3125000000000000000,-891166073/800000000000000000
115099440438940714637/100000000000000000000,20471452908017803439712730386969/100000000000000000000,2852811453791146790367318997451/50000000000000000000,5406395812984913219312891975707/25000000000000000000,212033490629202326533573015219/2500000000000000000,109617467889273038184343022449/50000000000000000000,-1396922145273/25000000000000000000
382166319151444589617/100000000000000000000,12886812237808640365098948994851/50000000000000000000,13968494844901866879987087355711/100000000000000000000,9973914419230301770250587490089/100000000000000000000,2286388133867929219306468280007/25000000000000000000,2118155671163919718395611856549/100000000000000000000,-1489953101767/50000000000000000000
17607760559014295403/25000000000000000000,38414066022741603398042497511071/100000000000000000000,8772740915160370320021918078523/100000000000000000000,1142975368409854368093025146239/25000000000000000000,16394551494207183695536291309959/100000000000000000000,26970005969360568627397449836889/100000000000000000000,-1363722649923/25000000000000000000
10464200355655552707/4000000000000000000,12026173650201096355930978186929/50000000000000000000,4644126383619425243608743071111/100000000000000000000,8616273599335070322195599630973/100000000000000000000,156326645066325023768006183437/12500000000000000000,-202002080205564875470177945991/50000000000000000000,-1891384296319/25000000000000000000
377140674550236931133/100000000000000000000,11591901062780817793992083902851/100000000000000000000,189620568069157856175033111823/50000000000000000000,11491297329053285344729077362417/50000000000000000000,11361363302063395005562158647329/50000000000000000000,63069607715005110908110384273/100000000000000000000,-1941043518717/50000000000000000000
201981661835768208523/50000000000000000000,33179013370733035786618386133411/100000000000000000000,702525845998395956991109761359/100000000000000000000,1728731765886195293743701906629/20000000000000000000,227188575988499000469775515071/50000000000000000000,-2594204386118540717673023253463/100000000000000000000,-1555987171273/50000000000000000000
311100643338163644883/100000000000000000000,4787919462833507706205611155679/20000000000000000000,212243361254436548924662752647/3125000000000000000,11604006896449220402548880907469/50000000000000000000,7012463299649049070968805876371/100000000000000000000,70819547325072213975883933111/50000000000000000000,-714559726151/6250000000000000000
135046222101362159849/100000000000000000000,189629185438293345467791564451/781250000000000000,3527179299740301556827607137493/25000000000000000000,4971547708238775193032962299577/50000000000000000000,23112364618877466141509488081571/100000000000000000000,344596970001718081696443432587/25000000000000000000,-768243369523/25000000000000000000
2109555959724964671/5000000000000000000,19777445632065290494193805770403/50000000000000000000,3575694743487666086883484499339/25000000000000000000,1845836984241204570516237025321/25000000000000000000,8953119553107603042224668911877/50000000000000000000,4618925628924161560468495192287/25000000000000000000,-4161968439287/100000000000000000000
50733296388770194357/25000000000000000000,100818478341330538729545168333/156250000000000000,4799795387363858914552637177/625000000000000000,14318942187291306704143365425243/100000000000000000000,10433790058760910160729350123121/100000000000000000000,-8231247256659450423974780824873/50000000000000000000,-3364345432419/100000000000000000000
2075702603833877779/20000000000000000000,13530040422404765092368493623029/50000000000000000000,2814878202222154954728837557679/100000000000000000000,163714787412762841547488807/20000000000000000000,2427029599553303586540874268681/25000000000000000000,1761060623476682147469873416102851/100000000000000000000,-918127133/20000000000000000000
168387784991624930579/50000000000000000000,13891272689116698306733859283409/100000000000000000000,7791582439757504598715655400231/50000000000000000000,5910831977379532058100177988081/50000000000000000000,18454814456295444348484776618527/100000000000000000000,3010874622234104183193925407/50000000000000000000,-19164324743133/25000000000000000000
82752496062685672661/50000000000000000000,1693700924941716912350100281621/10000000000000000000,1164374658311203144070858266931/100000000000000000000,13422651391179320413306235131917/100000000000000000000,18095202770069699232714497654723/100000000000000000000,823816237789311037711639520561/25000000000000000000,-12749893877/2500000000000000000
213535398668829851043/100000000000000000000,20771311416907896712514435123557/100000000000000000000,859160802962761150638852063777/20000000000000000000,1118956448838258837484650052923/25000000000000000000,23889942340046208701656624786643/100000000000000000000,12151233353013538820288276657313/100000000000000000000,-592039438727/10000000000000000000
80294674685048982753/50000000000000000000,60631116847696483514582645884393/100000000000000000000,3226494788103008246848929025819/50000000000000000000,93360332899299763275089511801/1562500000000000000,3790927570516509935036783796299/100000000000000000000,-5701912190496502576333406953883/100000000000000000000,-3136333333109/20000000000000000000
191615976714997374711/100000000000000000000,10012813616918070825941958706349/50000000000000000000,1555550990672685841883996578069/100000000000000000000,4674681118083366306905970755399/20000000000000000000,11736993399302102874159812297981/50000000000000000000,271418458958908604016620157329/50000000000000000000,-1009908312067/25000000000000000000
3592329217381046763/5000000000000000000,24550514878008998975107842625147/100000000000000000000,5302474501972338764376110973869/100000000000000000000,4088463159033530960575386603623/25000000000000000000,491836671670852310766402583499/20000000000000000000,18786823543781689147994703829/500000000000000000,-393072936947/20000000000000000000
136401183461012675717/25000000000000000000,6464451212772860416619688430451/25000000000000000000,8585540691912271139491053732729/100000000000000000000,2412421836013637779570088424907/20000000000000000000,3167825414684798248099989544347/25000000000000000000,5241686939477182275525340229751/100000000000000000000,-1576407877671/20000000000000000000
43168615913645890227/25000000000000000000,8570001259168001812754164354047/100000000000000000000,2280858488514409442027115450513/100000000000000000000,46206215038823639717476771553/625000000000000000,237440038586399510517667011241/20000000000000000000,34774987978053035714279919581/20000000000000000000,-5190665241/390625000000000000
198977468552315270147/100000000000000000000,26190539634552553774471782966563/100000000000000000000,535602371098790231368808143231/50000000000000000000,9436917931724536123764485438997/100000000000000000000,7097135481504632508434224988239/50000000000000000000,8537120608883797491401124765267/50000000000000000000,-1429784281747/100000000000000000000
328336780419308450637/100000000000000000000,27376971316952953189008592694443/100000000000000000000,1390318423211999225172478891407/50000000000000000000,8107956757724318756299294420369/100000000000000000000,16023573810933280528223879990641/100000000000000000000,839960746320649014393106748583/5000000000000000000,-3332148319533/50000000000000000000
30921312109873034391/100000000000000000000,27543347091569926305619327645687/100000000000000000000,10980777467106572866308200632843/50000000000000000000,895753134864801877502509335727/6250000000000000000,10514580731104165954474057575121/100000000000000000000,639285608342585002953146316347/100000000000000000000,-211516039239/50000000000000000000
29846924344524917909/25000000000000000000,11092735553424603599895520784249/50000000000000000000,10635947066281349657288235342811/100000000000000000000,1230637608290096719754477448211/100000000000000000000,5151428269242708800658738318813/100000000000000000000,1148263241693999929868841145717/10000000000000000000,-457792550201/20000000000000000000
63169860931758776237/100000000000000000000,4643644240680188450128416894681/50000000000000000000,25948401295022888226003648242913/100000000000000000000,1546496667424287236999511759309/25000000000000000000,7933251615033483047957092282217/100000000000000000000,53773528591729529018650487/1250000000000000000,-31394093427271/100000000000000000000
25850504740310240561/6250000000000000000,21031822812156204518716643817577/50000000000000000000,2404005839645159655199181772029/20000000000000000000,1502515283692469048291358491801/20000000000000000000,3842350625485836929676464191823/20000000000000000000,22661744302660221056141856174309/100000000000000000000,-11081087560553/20000000000000000000
271228997437458990211/100000000000000000000,6693427831581789357023427093571/50000000000000000000,5119131548606539740239262013907/50000000000000000000,4812780186927308925256281529127/50000000000000000000,11967474145755029503045636155791/50000000000000000000,24656661874205069098459666669/100000000000000000000,-2064125413819/25000000000000000000
26911386988267619193/20000000000000000000,2005905674078339178713322866669/50000000000000000000,17405020475497630561020361381887/100000000000000000000,141178515739829149361904736647/100000000000000000000,2665940660513151918732914407007/12500000000000000000,7871675291231343675095559021/100000000000000000000,-43310555831/50000000000000000000
151059893520588118993/50000000000000000000,5878418853337507182875791759613/100000000000000000000,5223345180119565052496456164241/20000000000000000000,1603946813375448751061435343609/25000000000000000000,4200180922170058387606046931643/50000000000000000000,12106768124796070129278169/10000000000000000000,-405983777990399/100000000000000000000
