Up to date
A,D,B0,B1,B2,Root,Y
76930095555088425939/50000000000000000000,4412973079014540676206294783407/50000000000000000000,118867987754886810905792712467/1250000000000000000,8328965206633553187389480923619/100000000000000000000,28114334711135829433507214605147/100000000000000000000,7398348916294600323113175831/100000000000000000000,-14017228193559/100000000000000000000
274065370367164641397/100000000000000000000,9432703988388392470673660830511/100000000000000000000,12249492715294557109754620436657/100000000000000000000,368791289045054779377004031841/3125000000000000000,23946027330484310608323904999/2000000000000000000,1858650396845500314890332103/100000000000000000000,-772665673467/2500000000000000000
17583774980283545223/25000000000000000000,4593951541106207936037461964471/25000000000000000000,3016333025486282709362164769001/25000000000000000000,1757809301709495797077357193573/25000000000000000000,763783851830528927464456576393/50000000000000000000,981715368178407058502901817397/100000000000000000000,-1808386795211/100000000000000000000
20851029296381813327/10000000000000000000,3274858267855431588887456101911/10000000000000000000,16457057427797347129707869524311/100000000000000000000,25323588652666875204678632744903/100000000000000000000,1025456912370732318067304392693/20000000000000000000,185290560555963424221519083557/100000000000000000000,-11514752512649/50000000000000000000
31604295206554486621/25000000000000000000,817394794653069734749691075031/50000000000000000000,9385749624035454362129172197373/100000000000000000000,138755048368396483857931393187/781250000000000000,15235732259443801486129631563303/50000000000000000000,909502070159692481299171/50000000000000000000,-114428297340969/25000000000000000000
97042615268654053311/100000000000000000000,15904180154877023218537091336053/50000000000000000000,2604038334552920809305669239757/50000000000000000000,8533154923142971537628427933731/100000000000000000000,12186255290245955410095174831269/100000000000000000000,2325421757035153790546288937023/12500000000000000000,-266694282221/25000000000000000000
241486512392425724109/100000000000000000000,409735126743583139502944710719/10000000000000000000,7139344892373450308608144469067/100000000000000000000,1568394828551329915693763225769/10000000000000000000,9942226556417904807868279247657/50000000000000000000,3804943430632840068446233/5000000000000000000,-6282055656161/2000000000000000000
17237698349540165947/50000000000000000000,1334993794322877458199836830569/10000000000000000000,12741779247896432920839236876571/50000000000000000000,15569074681469725953620283354501/100000000000000000000,15191292334822881832458480483027/100000000000000000000,273206711020630214411959191/2500000000000000000,-12543620148119/25000000000000000000
33954156190783285427/20000000000000000000,60061546074181643747394835528333/100000000000000000000,19152160109440625611865277216557/100000000000000000000,7983260681776013540513371221037/100000000000000000000,9440624742993865051093615709289/100000000000000000000,-1021566798001943780576965074423/50000000000000000000,-1800646301693/50000000000000000000
268423852137776113433/100000000000000000000,51172976378880093823501794002611/100000000000000000000,23748453569522747547480067333287/100000000000000000000,2027298374518033466942514073957/12500000000000000000,5126150008128192450734289363773/20000000000000000000,2260976844792317003430114723041/20000000000000000000,-664888507121/1250000000000000000
53839662495830859227/20000000000000000000,540220208243939553361170666283/12500000000000000000,176965957906513016654908813523/2000000000000000000,1757117266389730171785952161157/12500000000000000000,4618963449134093420317371499721/100000000000000000000,7666142112822954547739799/10000000000000000000,-47197202025859/50000000000000000000
537199270669147763/800000000000000000,37065930247705371152562131493869/100000000000000000000,4422591579143844323449107182911/50000000000000000000,6280309408541238286588770661167/50000000000000000000,951306621787778532280177841921/6250000000000000000,3952707081115826663522423649953/25000000000000000000,-5555600837429/100000000000000000000
16046205585696872749/5000000000000000000,9649860711013980540279153863721/100000000000000000000,6222403630866062752521845916343/100000000000000000000,2631360929703774943307423510467/100000000000000000000,3453021708056327954699337544233/50000000000000000000,928523451636406832640681764379/100000000000000000000,-605324148693/50000000000000000000
18313247326352667111/4000000000000000000,28507319261637367258075541769437/100000000000000000000,2902096285566535318418644641439/12500000000000000000,1391422047010906220324578302571/100000000000000000000,8582242010769855370706855297467/100000000000000000000,491481763819088141299743822997/10000000000000000000,-2338424071397/100000000000000000000
34268654246444576637/20000000000000000000,1652620118950925527342531458537/50000000000000000000,6575045462833513865780746715431/50000000000000000000,456259749201160949408131877209/4000000000000000000,13948134365041122134818692721161/100000000000000000000,29873904823759598491034941/100000000000000000000,-3108993493489/3125000000000000000
35487679287517500101/20000000000000000000,34015140617453834348030665780847/100000000000000000000,5801864474879662526718524080253/100000000000000000000,474555166222051099485772756129/4000000000000000000,447240162188662543404348709039/25000000000000000000,-113575396643199820752254053483/12500000000000000000,-1678943536951/50000000000000000000
4965246363088668437/25000000000000000000,27915710465048484153210075604673/100000000000000000000,444794853247355115554438235441/25000000000000000000,2130861378685273778603143122351/20000000000000000000,2741310167508484416429966911551/20000000000000000000,20875795127413843462257239924061/100000000000000000000,-237444748681/100000000000000000000
152252654023881135437/50000000000000000000,26846733978834830170777565896251/100000000000000000000,17722509631340941312829184411403/100000000000000000000,14390629330092749494367941510117/100000000000000000000,11421162195817861085967806649511/100000000000000000000,159509103860995330204032829393/100000000000000000000,-6444683498737/25000000000000000000
281556584415213082459/100000000000000000000,5132192589658096073068456413727/50000000000000000000,386093311628557404233498776841/2500000000000000000,7866612804635220698981318093307/100000000000000000000,12280135849908079234485845644011/100000000000000000000,1688144112437844654438935833/50000000000000000000,-4319821574289/6250000000000000000
9345866605949984279/20000000000000000000,8669634225751292084280470223033/50000000000000000000,9943064721555329196690192156431/100000000000000000000,9370282566681136533177438086877/100000000000000000000,10308361477030117628650963179371/100000000000000000000,702967221161357434640454037429/100000000000000000000,-2131106150799/100000000000000000000
13749193758198861533/10000000000000000000,875088486201716779837907398733/50000000000000000000,15736396860588521922518825915429/100000000000000000000,1689291848162295319371367457481/100000000000000000000,3237402883733522095669095798357/100000000000000000000,22396829693943762452513093/100000000000000000000,-59948097961377/100000000000000000000
7183849099995833193/100000000000000000000,6961713422905881483629804821187/50000000000000000000,610749298902779249503316301531/100000000000000000000,898645581919109213026811144001/10000000000000000000,3250705975673993114667882383751/50000000000000000000,252429967177465429712401159303/2500000000000000000,-1833307187/10000000000000000000
50069117764792443099/20000000000000000000,6503934909266635661735910648923/25000000000000000000,23800619967750282587284443223/10000000000000000000,1494141634255694704582604747269/50000000000000000000,2284496814098681126175825327047/12500000000000000000,826868118087162044103951386599/2500000000000000000,-56631732399/50000000000000000000
