Up to date
A,D,B0,B1,B2,Root,Y
6505394487967387159/25000000000000000000,36100430332304119938128443057381/100000000000000000000,4255398660246786423030795712863/100000000000000000000,1023914995741113751951786999809/25000000000000000000,10919969315002100207073151796309/100000000000000000000,2325257780102235721997850279023/12500000000000000000,-108777117202835708364674887996478114116177147386838457/50000000000000000000
5336047606761934261/100000000000000000000,13591890098741140314348793111847/50000000000000000000,16034111528552030805726891671833/100000000000000000000,16717244796650433931323787450081/100000000000000000000,306357595096603512697891397601/12500000000000000000,28668348490457941815857828440809/100000000000000000000,3842815032516849618624695450506867071117250029929807/20000000000000000000
28485446438226473427/12500000000000000000,27295230084573375127982774054817/50000000000000000000,12888995997244567793424386819001/50000000000000000000,2666810814323711837527696330181/20000000000000000000,8162318811190618175858356607/78125000000000000,24683306204945130139962194389963/50000000000000000000,-2279616237637040326264358793035430307077978505107832443/100000000000000000000
535873545986513834033/100000000000000000000,51415974348417479483964967089243/100000000000000000000,7088321381571401042398107165077/100000000000000000000,456092982339433540879225422309/5000000000000000000,2696459155573192705448499193507/20000000000000000000,741749634431152278181696240223/2500000000000000000,-1149055618929309161253387364284611502586135030760096143/20000000000000000000
77544514947318227349/20000000000000000000,2442638592255247804645858447509/20000000000000000000,1256727863444739435947488569951/50000000000000000000,7205960089342503884787191593617/100000000000000000000,6141879837834623083697129216203/50000000000000000000,4369892975927114490657460071667/20000000000000000000,1882447818468883385836711803715524194407077863821477773/100000000000000000000
29013846699941328867/100000000000000000000,1046712854041935482052994980927/100000000000000000000,4072856695229135264848318786953/50000000000000000000,1413887624135555277099055483041/50000000000000000000,11520843722826184448915485214117/100000000000000000000,670529710639818990549575859243/3125000000000000000,1071558043735427521999816298985827431299515564788402463/25000000000000000000
113974911834729905411/100000000000000000000,1193616415719562784443941206981/4000000000000000000,899110639186423131983204462713/100000000000000000000,715952114423344092218372825543/100000000000000000000,8008491115356101116796636943671/50000000000000000000,691068628524189583358989458949/5000000000000000000,-55181197982504481794042879171684367628455310109663721/50000000000000000000
99733571316942360931/50000000000000000000,31445136502793056811813722964633/100000000000000000000,2622684645247270958358291269433/50000000000000000000,29106267325282067176106219471/25000000000000000000,21456593196861101027483414201711/100000000000000000000,19536170220189738100960460892357/100000000000000000000,-124231776806414122094495918811259212392400851274995631/100000000000000000000
41856461372462414509/25000000000000000000,372299590442407533584460174157/1250000000000000000,539284329418983850313087236749/4000000000000000000,852027193136460010875034619197/20000000000000000000,2758405878643616045276055010963/20000000000000000000,15620107855679312340349280100849/50000000000000000000,191799662818948807127129123720150876119289968176171123/100000000000000000000
99637819152684650381/100000000000000000000,12893450510644795257921326246931/100000000000000000000,629059034454960190039056664859/25000000000000000000,64252591600859210920367472291/50000000000000000000,1991688664841873170792429205457/25000000000000000000,8338148349819124315733560165519/100000000000000000000,-111344059582719670273394613883293588404170548333953/1250000000000000000
67199560340170196349/100000000000000000000,11535260542346908677758406683137/50000000000000000000,194614598161098676707527096699/20000000000000000000,1594248423258729494401321702881/20000000000000000000,24903624680533606081647978916547/100000000000000000000,28472326182065683921531327931691/100000000000000000000,137565465670972974947703009218170418451245812084635779/100000000000000000000
298479836407433004069/100000000000000000000,15240995223612574907521332170813/100000000000000000000,18929118334591851366900926900637/100000000000000000000,1568944857867105865393749169/80000000000000000,10099715040305584937850896784681/100000000000000000000,15164599997616282460354188862147/50000000000000000000,1573346153343165220196355304775490540893247293957985053/50000000000000000000
25105412866289389269/100000000000000000000,1173877244383674091713474939551/12500000000000000000,1102711282792484057641779291541/25000000000000000000,446020960519374345289926025513/1562500000000000000,1999512685038086209788814427931/12500000000000000000,44708682191673111419956094497151/100000000000000000000,2974778408312411667660849532724117481566657289996211049/50000000000000000000
60668171359380904807/100000000000000000000,9120259081236789270577712774219/50000000000000000000,10343610490928552261590970443107/100000000000000000000,7260705202726447206945045106079/50000000000000000000,1840588423074463443715193665713/25000000000000000000,8007657824224545104114879568999/25000000000000000000,738558740158131875665018719966205274145138576088474789/50000000000000000000
31255170716438929133/10000000000000000000,10032780616005916236789688934391/25000000000000000000,2222706669537665078049523629803/25000000000000000000,1091788117769288641061439379199/20000000000000000000,7344434637347552333659586994957/50000000000000000000,14474652003546771163775374371921/50000000000000000000,-1831006900118095213289481785066721233110653878022672441/100000000000000000000
60038131849892807973/100000000000000000000,10967694662625400386562241233489/25000000000000000000,4160850937538897189970635646661/25000000000000000000,16701409179427337679233828881/100000000000000000000,6866720342106296742117204882549/50000000000000000000,13174701436951047299833137090919/100000000000000000000,-314244049566275153694513396951500093113382359564850741/100000000000000000000
80971631981240689317/100000000000000000000,35542863866691831251676346418017/100000000000000000000,126874595670173318593513459029/2500000000000000000,8236844420672950008485268641443/100000000000000000000,22989707577146300709857025448991/100000000000000000000,17602091087486231006500595322737/50000000000000000000,-25352874790625371097438406543953856209089627239375367/100000000000000000000
17159747528255299399/12500000000000000000,695054360683167283245855713009/5000000000000000000,17949154526013987302289061195271/100000000000000000000,21800650186782218840164069113947/100000000000000000000,1778560982497168457197409584847/12500000000000000000,6739537728482674175611301816409/12500000000000000000,60042505117037209601980248456640191331513959467679374177/100000000000000000000
9078624947731195719/10000000000000000000,15037915393857478859207040890539/50000000000000000000,1384667636823265647374027626357/50000000000000000000,154122904605783070600912138101/1000000000000000000,4269330690650046272499436113971/100000000000000000000,4308731689660139391700418907261/20000000000000000000,-97889180117116199280476059159705468393947608238853357/50000000000000000000
390447883877985576787/100000000000000000000,1538926122365044712616669924201/3125000000000000000,1273403017700798036477331392087/12500000000000000000,34472139419669450398792015815907/100000000000000000000,13760493801726304780764254561801/100000000000000000000,58140617586272585784906907974173/100000000000000000000,9531353427099026973155478060348385346823069792507813321/100000000000000000000
28686092167079290081/100000000000000000000,2492871875717789728006225833589/50000000000000000000,7867425176776668389637646376179/100000000000000000000,2682839223695058407777086646587/25000000000000000000,4952626007528665179086092393959/50000000000000000000,28436525059458753943314795458371/100000000000000000000,3138538678013642665204859482169151923889448662929356067/100000000000000000000
9994398331857733711/50000000000000000000,35075026609004975247035177268977/100000000000000000000,3007107899607150156405116487333/50000000000000000000,12931527138284843584056191543113/100000000000000000000,3486478590500558472633443807/80000000000000000,11187488730473626917398086098747/50000000000000000000,-187315561956756861360932081298953291431136693679275127/100000000000000000000
199059248453825228319/50000000000000000000,9226911406578849694180103177959/20000000000000000000,211826119625006500769060203841/2000000000000000000,1217583690416260471061531492883/5000000000000000000,18916920673583588618791887449781/100000000000000000000,13442451271654426074691302972203/25000000000000000000,4453139922894661831185347634459260009405175426678161397/50000000000000000000
68911816703699007859/20000000000000000000,17525383344836276997014923288231/50000000000000000000,2614498081770215625758575238627/100000000000000000000,20052854771192689608303049157501/100000000000000000000,3850503585415650696430554563579/100000000000000000000,6476963276118550031339171862283/25000000000000000000,-596503938619542350380244093573799581396430671324366367/100000000000000000000
362438846980585501697/100000000000000000000,12527190828904976164392738528519/100000000000000000000,8467334968422695170400594553107/100000000000000000000,1659143264069285452938949569349/25000000000000000000,9353889836609425397716278488551/50000000000000000000,1052877171064610295112856863057/3125000000000000000,17577026030539429413953715726331892188635125207560509409/100000000000000000000
86021056491562308083/50000000000000000000,15512882788186717938696141416287/50000000000000000000,6717869586318097488854953877613/50000000000000000000,48999042714103035552507305913/1562500000000000000,29713222498406842389988130956683/100000000000000000000,44703759005975971645925770977049/100000000000000000000,2874704031897454019190492698535425600293883717982458767/100000000000000000000
37591645377588486457/12500000000000000000,9470986705427527954727532852783/50000000000000000000,29828665788196876626381913272819/100000000000000000000,15716465064804752070623509034531/100000000000000000000,257226681886957690699481995219/100000000000000000000,19104993015504287362135411983643/50000000000000000000,13753581052185669236871698261653843732446568785787547/1000000000000000000
601145768875623169897/100000000000000000000,3791668081183103253721382782163/12500000000000000000,445035686741774390074608892141/12500000000000000000,7384279332460854793665202148993/100000000000000000000,21171183741270063568302389535369/100000000000000000000,7972074642555320988742893532313/25000000000000000000,241566701000210754983245576522405770863698411720081737/50000000000000000000
138201737866366916093/100000000000000000000,28615979978251101893010722020617/100000000000000000000,9932443880430501215068739108441/100000000000000000000,3572079697400690745025735431753/12500000000000000000,1386255826835507954151570004307/25000000000000000000,10760733255042752810696534909851/25000000000000000000,3238953999347089460109287748187446083324296541041312327/100000000000000000000
76282615051931012443/50000000000000000000,2519384701276119728914509239267/20000000000000000000,3679958484117695689145168351523/50000000000000000000,377058421418728614291797285567/6250000000000000000,636311422374595261910941472839/100000000000000000000,13344084455554187225354366787149/100000000000000000000,8654465643387704884346529398897867628919404157201453/100000000000000000000
501110190409428964097/100000000000000000000,14134339044521045421717800836313/100000000000000000000,1178234111454652384534059205893/100000000000000000000,677706381699165241837564565141/5000000000000000000,199895368102731518819711254343/4000000000000000000,2423545276938410348445133479427/12500000000000000000,106246495865920530561449865037617870908733677990804099/25000000000000000000
79985250187548082327/100000000000000000000,970664119676107127070556983957/5000000000000000000,46564907278266392492075571847/6250000000000000000,2398043044523992848305189426517/12500000000000000000,6412742043321103433348851868683/50000000000000000000,7042218295681006714675039666943/25000000000000000000,65826096423962974148482919771326877627280804761234531/25000000000000000000
38981299425214572151/12500000000000000000,29327948646184399902935275343493/100000000000000000000,23611601311285213022520535861271/100000000000000000000,13089412873782196815990581007741/100000000000000000000,3296741197080364122489677745913/50000000000000000000,5382949526907709588741706811351/12500000000000000000,8281401383899217432525937165210474058359004417650580781/100000000000000000000
10512130951315001681/5000000000000000000,176934365700971365103057457269/100000000000000000000,17643526782090663758476343994031/100000000000000000000,20604956753109994040561236892319/100000000000000000000,19765231092375143583201236174519/100000000000000000000,58007507899747896856659664613579/100000000000000000000,6666975361867781855694308730301537426287241600553250518813/50000000000000000000
27984726019971954513/12500000000000000000,37135917205739715756627717685337/100000000000000000000,2182516909726546495897631328281/100000000000000000000,1743769755122282411435129927263/25000000000000000000,3832014438204093911887099431831/25000000000000000000,24010193957222951285556162292299/100000000000000000000,-646823169875090773732743657919549150030522105509136159/100000000000000000000
90540055438608026869/100000000000000000000,21818594703433475699021651493393/100000000000000000000,6178804451237943900178114741501/100000000000000000000,3967016075841297810056377145989/20000000000000000000,609494187342852686143945769599/10000000000000000000,6283567739160281905972394146673/20000000000000000000,28045061226338388811610522243572544076718245299581249/3125000000000000000
55559019912216881937/50000000000000000000,76184055764230742312842321799/250000000000000000,6886947697239191711018776899361/50000000000000000000,532916971461138575572654666359/12500000000000000000,1072749052824910789444125189763/20000000000000000000,2882641534486220469378500897833/12500000000000000000,-292635216041994751690600833040584162245450490620366889/100000000000000000000
294935713862463257821/100000000000000000000,958441020241190327388480476271/50000000000000000000,1724200413211155995198985641761/12500000000000000000,5369913902948404621466104407477/100000000000000000000,2368330021168596878074488470167/25000000000000000000,28554750464714547379990994931157/100000000000000000000,77959610376619275136385816543074297706886548177101283663/100000000000000000000
79615481041308374249/100000000000000000000,6413974665019203210257502893781/100000000000000000000,4330516479659954888174134602441/100000000000000000000,992222814745929031225549876503/12500000000000000000,6605732114448668481696415086303/100000000000000000000,9400320340350593457382458285679/50000000000000000000,969960196213829249128170492856761207404680130868070153/100000000000000000000
182751582263704461617/50000000000000000000,1309412182817352693944886676539/20000000000000000000,3483215990415926473614493879529/100000000000000000000,1954400170224097434865306387971/25000000000000000000,1499073211068332471080607349483/50000000000000000000,2850729790282542858898364966013/20000000000000000000,120133765632799822401414337123830773396373365459997559/12500000000000000000
214451481047983515799/100000000000000000000,18000010211953140682646049694141/100000000000000000000,4092300659829704712746817023541/100000000000000000000,832616911684439621808462315247/12500000000000000000,13734874061979030473944431016801/100000000000000000000,24311164157544863548631955313201/100000000000000000000,39861206921265050795528343128004972640106316054710963/5000000000000000000
9467710705744843031/50000000000000000000,30845601286560348009056745952401/100000000000000000000,1593840466573780499925386815989/10000000000000000000,508171060121979383443044561/4000000000000000,15249883549443654410023474561659/100000000000000000000,43815869481998543748925210949727/100000000000000000000,10848070871833163046713732403666680568585062271343549/1250000000000000000
207101584232312228017/100000000000000000000,30286824905997832293855755738089/100000000000000000000,10618685568097283594640041733333/50000000000000000000,775847352001480604827807325237/25000000000000000000,3122921828875699160232076961173/20000000000000000000,19572150402696589234352763439899/50000000000000000000,918537015811493733813006789724656946555420302456890417/50000000000000000000
89036407269362121903/50000000000000000000,18084045309330557369408788626979/50000000000000000000,3242299613730859970984214202717/50000000000000000000,536692821116195475744976902857/12500000000000000000,4295501131939284694179656775897/25000000000000000000,27599804047402614161327047002703/100000000000000000000,-324680367692085345139185032303750914193423023342537013/50000000000000000000
36470131072817572749/25000000000000000000,1777429050617506535918015266401/100000000000000000000,2423695897457288575653719017181/20000000000000000000,669409111058418003744887099393/5000000000000000000,3414058556947283754111969471001/20000000000000000000,8508947945866172127844589565527/20000000000000000000,50135422728119298156562162994658159570507479333411005103/20000000000000000000
429910761415547490517/100000000000000000000,14508099945999634614535760083389/100000000000000000000,2588150888928664901775420820377/20000000000000000000,17076927230185537564612581346293/50000000000000000000,18871290020387443479281912355451/100000000000000000000,16453778072453744125526402694971/25000000000000000000,344209604363662039028593824360948689584437876568410950491/100000000000000000000
12814042570344448987/12500000000000000000,1885064964643253050921644487639/12500000000000000000,11440572327172819832246539899079/100000000000000000000,2012560553326759786618296972543/100000000000000000000,1548016918721125883330845636709/12500000000000000000,1246312094242283529386997795289/5000000000000000000,57875825963900259126798275116970087954835110002591131/10000000000000000000
14967941326778462369/20000000000000000000,2824749422382434807157602913657/10000000000000000000,2576399147013534405227015724079/100000000000000000000,149794768409666429676177541481/10000000000000000000,906943833119675415120326503949/10000000000000000000,12488169635302164248182027142053/100000000000000000000,-117795817119072162606177833370542593489456601520732143/100000000000000000000
378601445928030528917/100000000000000000000,7929886064196670710590570318153/100000000000000000000,19450422019855282474310268337489/100000000000000000000,1474051634093830045293880250927/10000000000000000000,2617842025473619349079714397181/50000000000000000000,9809579046349342992728311954137/25000000000000000000,6109631239881994189657515723306993817526688403236346477/10000000000000000000
16017778901738917637/4000000000000000000,21339515287687254377680823421507/100000000000000000000,2114150479245802175745243894203/20000000000000000000,595340700483079075654488250319/12500000000000000000,2100361220531858642420523677051/50000000000000000000,19481089833877502637560092216749/100000000000000000000,-104143976776414526310622877274339909412124734514889083/50000000000000000000
225005746033808353251/100000000000000000000,578479208270545862764131314813/6250000000000000000,4653724328158552603201006289601/50000000000000000000,26901354048113363750379295949193/100000000000000000000,2737059030105388572469612642231/50000000000000000000,41091197160694954138163403673839/100000000000000000000,14653484324325281644439528701825464997439058793538291331/50000000000000000000
152491098636532618673/100000000000000000000,13226398283259801778389846689753/50000000000000000000,1068283134114389704413615783749/12500000000000000000,1363919693294283702371342848189/6250000000000000000,1470580411789714182285839693841/12500000000000000000,10472185967143334566620424500599/25000000000000000000,1101196181392320493846518531477209996210840934467702789/20000000000000000000
173330368637719970411/50000000000000000000,4359943756193678323395905825551/12500000000000000000,9669694164664582536780799496383/50000000000000000000,5048637005501151515359793090951/50000000000000000000,1228242147307524581452296658727/10000000000000000000,10416741826633435026708513826667/25000000000000000000,2242366042481405314906962509471733426637998585255866273/50000000000000000000
342780912875821581781/100000000000000000000,653926455384716649848199718479/4000000000000000000,119647332568377964088335167141/4000000000000000000,474271014516447250297923826567/20000000000000000000,2441806363131256089550174913683/12500000000000000000,12086082823010189621519774620797/50000000000000000000,334133240239657700094022444632591884023843852290688749/50000000000000000000
3879776580519951827/3125000000000000000,15729473217085194241325779781089/100000000000000000000,2200660944973372325461964942237/50000000000000000000,7305549627394142586763057298163/25000000000000000000,4862197996918575917074519749187/25000000000000000000,51501274917292302854849619639413/100000000000000000000,4028513318241393553233368156792368346044165936473171797/20000000000000000000
120753481330642661267/25000000000000000000,33638610365005611488969049375713/100000000000000000000,266973997385041461514843863017/10000000000000000000,3510594905143569717136829978261/25000000000000000000,11688442683870013595675487706109/100000000000000000000,7051649267404355219825704896263/25000000000000000000,-987017251261350320453768099024227430656437266553169899/100000000000000000000
264055902712563492783/50000000000000000000,5653082251881920935242323880219/100000000000000000000,167094052881368861590848478841/25000000000000000000,1784654288696807596303552217859/10000000000000000000,1593294782921868289143772106351/6250000000000000000,2607117819183487954254702333083/6250000000000000000,29447693263062175173091915369076009676230059392348255753/100000000000000000000
243518293981239940931/100000000000000000000,134504021654301033412911343379/4000000000000000000,13231404825591366374278934797043/100000000000000000000,13097399346952324239966155834537/50000000000000000000,1311242544132767825602047260853/10000000000000000000,52401065371105560093172433449263/100000000000000000000,218725225258030200183319125926134698247505282161205898997/50000000000000000000
260301277315408383637/50000000000000000000,6287620613817286552839585555179/25000000000000000000,81091334471172801820068225511/1250000000000000000,9547098530836061206061564055619/50000000000000000000,8117464165270040102704718843869/50000000000000000000,41716408240943951950913841288443/100000000000000000000,4718392659104224415272285626062427507605369975476891933/25000000000000000000
954949384458800391/2000000000000000000,812896949756137429825016642009/5000000000000000000,2007127010908446304545497749791/12500000000000000000,9900403216429549767030926154899/50000000000000000000,23823923751389607231692032020323/100000000000000000000,11906988378604483106918793428427/20000000000000000000,26823345205485583709911921452459275934027213672570055227/100000000000000000000
13920073839763751617/10000000000000000000,22772817685379856899404181974253/100000000000000000000,2877507974085062210345230226859/50000000000000000000,17303161066944701306565967444979/50000000000000000000,4550486495943832448827609297441/100000000000000000000,212481191752296441747839516899/500000000000000000,839561819038773919601168202079164046277157619544460643/25000000000000000000
19351794325936205559/100000000000000000000,4830353031399183642279545024699/20000000000000000000,6419798277069273694604111186337/25000000000000000000,2412006920034086017769499408577/25000000000000000000,28476233293668894179831937845533/100000000000000000000,61327978827396078730523042020607/100000000000000000000,6705350250320562980650291915482549722050760267176488259/100000000000000000000
374890741454287528309/100000000000000000000,26395931624205374595625000453121/100000000000000000000,508563826473576727342846676463/100000000000000000000,4233017730023465413103946448907/20000000000000000000,2133382205291558147652249667751/25000000000000000000,14013157888605607453881918020027/50000000000000000000,37656534134944918957901659971916205123699443169410859/50000000000000000000
25337415226771399381/25000000000000000000,18170391168747167304099161643249/100000000000000000000,13664893929113107605647387376349/100000000000000000000,490609798731460209305551728637/50000000000000000000,10903417888316833644225929384269/100000000000000000000,5889666024944735022283225062007/25000000000000000000,3871660739891307726582785674053642826019401992166433/2500000000000000000
112375708557518393657/50000000000000000000,2318248545382935676917721316789/100000000000000000000,12437476640749085203900882702859/100000000000000000000,16772179836118827910588308089181/100000000000000000000,957277949890229874822738711343/6250000000000000000,22254919993450093781822932220023/50000000000000000000,8833080215937510657651088690376414086143384573450332507/2500000000000000000
63833859738567543643/50000000000000000000,18950348675021199224164672944881/100000000000000000000,2172110200403425375796633878739/50000000000000000000,7810713508430266105952290935037/50000000000000000000,6673524002937625808149127329213/50000000000000000000,16440053213547768910850643327431/50000000000000000000,121583878652458647958387365422396862014345174351888609/5000000000000000000
212334942520230770251/100000000000000000000,20658653574095810981707349988083/50000000000000000000,1113141463944501087155180974737/5000000000000000000,15482145322732124338535909295509/100000000000000000000,2029999041760079366252692138781/50000000000000000000,41194114966452676134420483161053/100000000000000000000,-5321030535877627349551403516407372744369270333320037/20000000000000000000
80787872912651234933/25000000000000000000,26040554421579977386558666548129/100000000000000000000,565739102292985670532767820891/6250000000000000000,1221726940137478507195809201677/12500000000000000000,6612405609961729413749667285707/100000000000000000000,25426189868342784619705016769149/100000000000000000000,-124998722587335604575805901982519143576410497194798341/100000000000000000000
126723526296678175479/100000000000000000000,14763562253400103395272126659753/100000000000000000000,7323526110639029615075458178339/50000000000000000000,5603496509839814226883734026037/100000000000000000000,431213116656263232428960212217/6250000000000000000,13465728086657122618050323878683/50000000000000000000,1670242716602368643914158942832974332585737414818870921/100000000000000000000
37745088379709475581/25000000000000000000,108143264737130685087078436097/10000000000000000000,3742335996678524375157969019853/50000000000000000000,2759995858010265570578399312691/20000000000000000000,7992699757046571332880017974219/50000000000000000000,18567306350661430172080374795829/50000000000000000000,112698898994613464240980179607564499395443595615525319239/50000000000000000000
2440475322798389561/1250000000000000000,9680391712163525492720809075413/20000000000000000000,16717217585609106362483706434089/100000000000000000000,21073430695347461299113949399451/100000000000000000000,7666311903935540456110359261349/50000000000000000000,10619333422047458266696550695711/20000000000000000000,1448804712854432734635835436712699674823178601000754013/50000000000000000000
64402085786669480381/12500000000000000000,11459193981465562923040377974677/25000000000000000000,5237828108552579194326499813577/25000000000000000000,3763236744751649590139129734597/50000000000000000000,245858612336933813786848417693/25000000000000000000,14264495845564492271159533870163/50000000000000000000,-555934660633863725437319814235467415622818525122529771/50000000000000000000
139968380286326684991/50000000000000000000,90171579178110502430318438973/100000000000000000000,1027681350733383018392974732671/100000000000000000000,102719424032589526382492287113/781250000000000000,5858082767510600500125199627121/50000000000000000000,12505754607352903269662331603061/50000000000000000000,42799627799905280032063766776994623846192438779955888323/12500000000000000000
38152934503153267779/10000000000000000000,31589413461596677261227435571277/100000000000000000000,6529380748814497538019523739883/50000000000000000000,2745935491957363918562554994419/25000000000000000000,28304015473683400828362789101791/100000000000000000000,2087834931051101075901200688151/4000000000000000000,13884630736510738634095863980766934847185970693533747451/50000000000000000000
110249942956394293677/100000000000000000000,19566383963429067944212593103149/100000000000000000000,98702586293711355835541358709/800000000000000000,2101070661713620091739249656039/50000000000000000000,11838302209074995565896846450627/100000000000000000000,1403181742400989267264289267279/5000000000000000000,856440830988964263699802932257331152007819775678746737/100000000000000000000
61591542269654529989/25000000000000000000,8203692771206329207391037939/1000000000000000000,8973258929430698649478792028789/100000000000000000000,4271724714923168535509570014147/25000000000000000000,21649026714176723833186674745667/100000000000000000000,47565612369288367413864228037211/100000000000000000000,126232372637188707222810980061829445525030022027720680481/10000000000000000000
107111177902656629663/25000000000000000000,13612590666458511644921595069/312500000000000000,14464950917023468426428360998709/100000000000000000000,12073236659912038929091212051197/100000000000000000000,1051617262598460048746998662897/100000000000000000000,5381688471247237309218004639843/20000000000000000000,709345106070262782602978699588208424554331929852093677/6250000000000000000
2787807204014343123/4000000000000000000,20334025868794665645821034024863/100000000000000000000,10415692409232640029588453571949/50000000000000000000,854799529480420216520013105287/5000000000000000000,3468840410554040298299954263217/50000000000000000000,22089155129058929053246913084399/50000000000000000000,5824937467407672758992102163719886998687832146268631067/100000000000000000000
499658126755472567/25000000000000000000,20909368163066489138436685077999/100000000000000000000,1230723693506732882779757307739/20000000000000000000,1796078598227793360265810967559/10000000000000000000,2220557588245739826667096035041/20000000000000000000,16289642037809899885053355778549/50000000000000000000,8385429363886243559293958844534150511509400550987047/6250000000000000000
462840309811522512057/100000000000000000000,98654480259551722355094568259/781250000000000000,18779841971622829512656125797093/100000000000000000000,27784777064006693243763162177623/100000000000000000000,10220335095521078030900254740519/50000000000000000000,8372742957755608209523940763459/12500000000000000000,575018957020090065123763176924536001582987466790832705861/100000000000000000000
3579636770120735067/5000000000000000000,5863136386460918795423040535741/20000000000000000000,14417606536838055476995553575557/100000000000000000000,1483529753420922790624165957609/100000000000000000000,3269673724370625081733367232053/20000000000000000000,14791570978513371632332993779817/50000000000000000000,9299897867961621108114826071375623970440253441465933/100000000000000000000
29690877455341420633/20000000000000000000,140877351055873001119823024639/20000000000000000000,13022251641180836058616875502079/100000000000000000000,1030348293695238636481254421553/25000000000000000000,1445702515347726066474848973699/25000000000000000000,11351015145550263549332453044583/50000000000000000000,4909671769666529750574728867915401131040850529396568131/12500000000000000000
150174499369306940437/100000000000000000000,16312087231260265203499866710817/50000000000000000000,16854163497147169518205454852229/100000000000000000000,433449553850165627204380237777/12500000000000000000,14416725401034484768561819807377/100000000000000000000,34111875724906881107625998326813/100000000000000000000,88529672840005910736299290490342158614032987861355701/50000000000000000000
190449484664789433289/100000000000000000000,1837645142938896468067333156009/25000000000000000000,269333632511828983473400749119/4000000000000000000,1874982048837521959947086826653/25000000000000000000,638450695591571004513856695049/25000000000000000000,833960068846521604788531166729/5000000000000000000,43138721098355132255020814300706626116045186295561879/5000000000000000000
80879073408590261851/20000000000000000000,6597579284191835157449471965741/50000000000000000000,16591035182289623200464729657277/100000000000000000000,604271740806127398998162698847/3125000000000000000,3479461067008745209113002895259/100000000000000000000,19528866139320403993066058300281/50000000000000000000,24314732784576563200537410771941374766115618726239917039/100000000000000000000
17640813743255072743/6250000000000000000,3994733200013717090377748771447/100000000000000000000,9401541735059029797117691155743/100000000000000000000,29291796295693331660821678360969/100000000000000000000,1804105446486312495087790633287/20000000000000000000,47351657630279589473809137038557/100000000000000000000,103717736491090233576578442803099318115867128934929904311/50000000000000000000
14712586593788033627/50000000000000000000,247627480298634671824481807283/25000000000000000000,1684720771825931875440604449973/20000000000000000000,2150452281563820218320985929587/25000000000000000000,46565174658747762245839276317/781250000000000000,22899748139090046889166269935677/100000000000000000000,7662425084224410712665243857258667472131700607972210089/100000000000000000000
412731882770366928369/100000000000000000000,18628136999539724407803400021367/100000000000000000000,2614856375858801156478713780919/20000000000000000000,981330201322452434121046952689/5000000000000000000,1032450081947848034771845762127/100000000000000000000,32607695375835137394234434041757/100000000000000000000,19172271354707434364790900296841135027290205790439151/800000000000000000
1835556855190761849/781250000000000000,3500439999779007953359004966529/12500000000000000000,1929650543980531291044273985641/50000000000000000000,528879297272604720504277007647/100000000000000000000,6163503877843852246022430750773/100000000000000000000,10208572855207634226909786919543/100000000000000000000,-129811432108215025340831732230996958104431297267989791/100000000000000000000
55111145061687557023/25000000000000000000,3338574496315521606325177108487/12500000000000000000,2178735763401557488776825045787/100000000000000000000,2217848591807194377690122482749/25000000000000000000,7214086011807998937898018436081/50000000000000000000,1000951591488503840579610455437/4000000000000000000,-119136648631183449166841949954458991491948882857937243/100000000000000000000
285437459588084514321/100000000000000000000,5550298848566883968652870065527/20000000000000000000,3285120871964568753653303168881/12500000000000000000,9179910238353925771440604449313/50000000000000000000,3516215163963092992386655105451/20000000000000000000,62181754031448203748860676067523/100000000000000000000,40987706642981183889808941092738641526001658079637962351/50000000000000000000
62473374167363942557/20000000000000000000,3032013506647118684970369640879/50000000000000000000,1500111421383512627129908477383/50000000000000000000,9036650360203389160851500512771/50000000000000000000,853271859134173315281316851607/5000000000000000000,18816641624085443549736587086429/50000000000000000000,2585744265988855620936912351158635751472981533177071803/6250000000000000000
160109599683307154731/25000000000000000000,2670773739568555523803475379503/20000000000000000000,420531193644879920351353040713/4000000000000000000,14062590532354741242096719536117/100000000000000000000,17222103093987665778432241213/500000000000000000,13962991953197837522490380625813/50000000000000000000,4856625034814504354000623798039714263484654705122216469/50000000000000000000
14675993772794470729/100000000000000000000,3954470099155990860713594694149/50000000000000000000,13385449193985639757642634015143/100000000000000000000,4113948521438526536545321815551/50000000000000000000,5174407150437019743976434624027/100000000000000000000,1620191630178327314857257562083/6250000000000000000,74272755044234049808148339516144843586687179576487449/12500000000000000000
2180946785687584571/6250000000000000000,9592809363442080590481161836861/100000000000000000000,11169032272563082469691822810567/100000000000000000000,99976360801845968989036589889/4000000000000000000,2729964490362428193563733503887/100000000000000000000,15235957621444553760350224622673/100000000000000000000,55291536285691953321578007833066792262062605018893549/100000000000000000000
321479432863016741877/100000000000000000000,31435712544870526378722485279827/100000000000000000000,9147302866269608793464399112339/50000000000000000000,2155608011274130242019480164061/20000000000000000000,2590650890314532711553642099319/50000000000000000000,8520753365231486173103589473539/25000000000000000000,782119730998930637981890847598997676807811700694241519/100000000000000000000
148747672279866125319/50000000000000000000,2004701135699022991046306756021/50000000000000000000,7729154470174693345468122433037/50000000000000000000,3705684182002925086355117438297/50000000000000000000,7257256623666870999806741566971/100000000000000000000,7512222717144169952923708198489/25000000000000000000,5448364559015391284116278469277391822133781091971051693/12500000000000000000
