Up to date
A,D,B0,B1,B2,Root,Y
91588716701774467361/25000000000000000000,7891655429453169000300838292591/25000000000000000000,4304859682911604675930997527727/50000000000000000000,6515185729499014193444943354049/100000000000000000000,8727921020897694152844317853381/50000000000000000000,8120846755969329486104640315603/25000000000000000000,146289814253560579447662312323364592767330663602891723/50000000000000000000
105903183674166682261/100000000000000000000,5687578330440593258036063177891/100000000000000000000,4662051078114998843468509469573/100000000000000000000,580190681573432805579695453851/100000000000000000000,32636308288682137522245210234767/100000000000000000000,28796308967260614972288154839477/100000000000000000000,1436804306527490666889000673108655629919600556550537427/100000000000000000000
4025842227527617239/5000000000000000000,5192958607350773041751520760533/25000000000000000000,1407965123646350822775266769/12207031250000000,266678745404632462471390221477/20000000000000000000,32824939723232635351062126720607/100000000000000000000,7876875453705124412383815123589/20000000000000000000,66698017819348308368128683745849550686828745424311863/5000000000000000000
2176704341674083997/4000000000000000000,1991802846400108723778052697961/100000000000000000000,376407028629030517358040001839/4000000000000000000,14035848936550568642608685972989/100000000000000000000,5819183766965227909146836559861/100000000000000000000,28935481711063063316682657698629/100000000000000000000,3107973010093250434934572560726779857599371135356118129/20000000000000000000
126330612855291002501/100000000000000000000,632916247785532483484760533891/2500000000000000000,3003419839657049886860755993433/50000000000000000000,318453815881750071347956019573/4000000000000000000,726925250596439984753451559403/25000000000000000000,16752046209156621861320787578387/100000000000000000000,-40865542568290942089622805360408613403423464905699829/20000000000000000000
165772744086363931499/100000000000000000000,1449651409630789691282551160649/5000000000000000000,2539202696078192818765460920347/25000000000000000000,1204494667452772875523205661471/12500000000000000000,6743853610404956383356742751/25000000000000000000,12484495545931062186137337585199/100000000000000000000,-46869627914531358208571376175762712635426914165185321/50000000000000000000
40206801733469376299/100000000000000000000,65120675972924238301650832545579/100000000000000000000,9277602856156378511517940045829/50000000000000000000,728496413259412665927566053359/6250000000000000000,9830140163607207328415812288079/50000000000000000000,49587838078821147965468885958019/100000000000000000000,-839260546976364310034379680229786910986542015027844909/50000000000000000000
163525130810297098339/100000000000000000000,2343655109978663621047272106131/10000000000000000000,2542195052559166440089894987247/100000000000000000000,16414978392988384375062699330267/100000000000000000000,381456391310368196790195338737/25000000000000000000,19146254260901265297286451370017/100000000000000000000,-76739184122603334653417564101602015775776529812042749/100000000000000000000
251430172946263913421/100000000000000000000,19483853568846523702016316136721/100000000000000000000,11364062926640388291497570782099/100000000000000000000,448352425545900297685101650051/10000000000000000000,6925786630636644541075775300803/50000000000000000000,29545321633671245268728114920839/100000000000000000000,2555125015344105678050175384567433882117414636705848661/100000000000000000000
259021247883151931053/50000000000000000000,12716660118088391359982489134003/100000000000000000000,4904158802631503070006162434793/50000000000000000000,1825525053380288184825358667243/12500000000000000000,3595830040428912735550217837627/25000000000000000000,2423897768267464198106038847221/6250000000000000000,59297591865605250414222238104558943682180294813040561247/100000000000000000000
14294376560579515491/5000000000000000000,4356867198943561179613854265723/20000000000000000000,1887512956141294941266404235849/25000000000000000000,2480095150075780655129143615997/25000000000000000000,807734127159020185606782122759/6250000000000000000,607322087659842057146847197431/2000000000000000000,1505799255769535380395916760745441089627331542239248053/50000000000000000000
25435780562877884617/100000000000000000000,13282543778114784531108439747611/100000000000000000000,12572773554830693238237391890311/100000000000000000000,13219757358503342572225458732311/100000000000000000000,2701092283193876531719287648013/50000000000000000000,30459745193782415788950396264931/100000000000000000000,228170473419482107810777357000576982660447437332711791/25000000000000000000
68524990076928321609/100000000000000000000,15660880943847819267597565391841/100000000000000000000,17408331718699127911230110384721/100000000000000000000,14988061439350214504304670624603/100000000000000000000,6512385559618361903807655260217/100000000000000000000,38418707450925585109835369860161/100000000000000000000,482253384270522569595069096918443149080250628824406727/10000000000000000000
192767236047791861957/50000000000000000000,2474044268060449430784156560219/12500000000000000000,4487664875632150918919343536507/100000000000000000000,1122598905683698306318841071949/6250000000000000000,13785776019111770317808941606953/100000000000000000000,9010250133046436898008521071691/25000000000000000000,605740296527803917425098370220396149874668374990443451/6250000000000000000
247695991039672576393/50000000000000000000,50024163605131482876899881270583/100000000000000000000,9337632085899564422171775384461/50000000000000000000,3900161811914845387443521396731/20000000000000000000,3237637056671917959461693793501/100000000000000000000,8210711501808996530319082051419/20000000000000000000,-1530164604096740938072942424417887509276242786324151857/50000000000000000000
329021095629706319597/100000000000000000000,3911669719777331429884493060981/25000000000000000000,13309420146257680355421137079861/50000000000000000000,217222992638159680336642738443/4000000000000000000,21705262582886825133361505199269/100000000000000000000,53283407756572831944359195829409/100000000000000000000,13637153572332830580463786493779307615475533400959461763/20000000000000000000
58398383178523027571/50000000000000000000,29089898941279804489915632111791/100000000000000000000,1184460914166812855357151993987/20000000000000000000,242285423586695931533997653669/10000000000000000000,1703263342861390309170187121887/25000000000000000000,15022701248504997611868934484333/100000000000000000000,-229040352236857458069297854813368473089311717898181271/100000000000000000000
1319592609358283749/390625000000000000,12328040427941631270607455924137/100000000000000000000,389404494711006456607723806847/3125000000000000000,10522677619832123570119233597027/100000000000000000000,8816552958438591708723703036043/100000000000000000000,15894985847655994439271613204763/50000000000000000000,8381727103689415170079604518852110593905640712830269037/50000000000000000000
47486203280339013291/12500000000000000000,32744755463102436110198742017893/100000000000000000000,7481530780689257898825576353927/100000000000000000000,15778848807208173493625718446283/100000000000000000000,752624540943620119568325962911/12500000000000000000,3649607399279635733953156852067/12500000000000000000,-103757853048958934781272278591935466798492493496751189/12500000000000000000
89053399195402395929/100000000000000000000,4010592445238483524815416148283/50000000000000000000,6108404311398826575437934715657/50000000000000000000,3265237262370366675856735548243/12500000000000000000,24312709758575033561527202872551/100000000000000000000,31129011742386576938166230896781/50000000000000000000,127832741041286757521355964127293226925716747562710913489/100000000000000000000
